1PV_P_Bus1,2PV_P_Bus2,3PV_P_Bus3,1PV_Q_Bus1,2PV_Q_Bus2,3PV_Q_Bus3,1Line_Ps_FB1_TB2,2Line_Ps_FB1_TB3,3Line_Ps_FB2_TB4,4Line_Ps_FB3_TB4,1Line_Qs_FB1_TB2,2Line_Qs_FB1_TB3,3Line_Qs_FB2_TB4,4Line_Qs_FB3_TB4,Vm_Bus1,Vm_Bus2,Vm_Bus3,Vm_Bus4,Va_Bus1,Va_Bus2,Va_Bus3,Va_Bus4,1PV_Pmax_Bus1,2PV_Pmax_Bus2,3PV_Pmax_Bus3,Margin
4.8244,62.324,84.375,-100.11,95.583,62.093,0.276,-10.793,11.091,13.095,-56.992,-44.74,14.986,-10.276,0.98572,1.0145,1.0033,1.0082,0,-0.0058987,0.00068908,-0.008841,225.77,167.93,372.88,4.0515
8.745,103.83,55.173,31.031,77.965,-42.529,-17.58,9.4724,29.273,-2.3993,-19.597,48.917,32.008,-25.364,1.0162,1.0277,0.99745,1.0139,0,0.0065869,0.00011953,-0.0015751,431.1,252.98,163.37,4.0269
46.808,178.95,0.88369,-24.309,66.291,65.367,-37.449,61.444,64.502,-28.17,-15.54,-15.293,10.668,2.9123,0.97804,0.98987,0.97919,0.98096,0,0.017872,-0.025058,-0.0060207,283.24,323.06,365.41,3.2895
82.779,42.306,74.302,97.074,-71.549,64.147,36.482,26.062,10.967,20.909,78.629,13.317,-27.824,38.047,1.0248,0.98157,1.0181,0.99125,0,-0.010377,-0.0083405,-0.016701,564.51,295.35,233.07,4.4565
157.69,84.164,216.81,165.48,56.766,33.611,85.744,25.479,14.138,59.17,58.183,84,24.818,11.926,1.0234,0.98545,0.99039,0.97494,0,-0.037026,-0.003176,-0.040575,595.35,386.64,397.54,1.9949
64.877,116.65,187.65,-42.851,114.31,120.72,30.151,-2.2597,21.331,37.784,-26.344,-30.899,18.769,8.0962,0.99681,1.0071,1.0085,0.9985,0,-0.017789,-0.001454,-0.02429,276.74,391.62,379.05,1.8317
88.16,259.87,164.53,139.18,49.066,97.293,-11.501,48.145,74.12,7.9542,64.79,49.806,12.839,29.322,1.018,0.9865,0.99602,0.97599,0,0.012292,-0.014003,-0.015354,382.17,385.75,282.75,1.0444
59.866,15.861,98.23,-49.927,158.63,-33.562,41.202,1.0046,-2.0962,29.992,-76.962,23.336,52.137,-43.937,0.99174,1.0262,0.98286,1.0072,0,-0.028049,0.0014004,-0.023537,303.28,126.3,198.27,2.6109
37.188,2.4871,137.64,180.83,3.0267,-104.03,44.714,-25.88,-12.681,40.898,51.086,124.02,25.003,-16.901,1.0298,0.99989,0.98585,0.99148,0,-0.016871,0.018585,-0.010234,527.09,109.51,248.13,3.984
132.47,1.6051,174.69,83.578,70.324,7.0513,92.621,8.5698,-10.661,60.066,14.725,55.938,26.824,-4.9321,1.0065,0.98969,0.98495,0.98035,0,-0.045379,0.00098858,-0.039232,374.67,331.71,352.43,2.4312
111.75,16.443,132.01,-81.301,119.91,89.499,69.351,16.048,-2.6685,44.256,-51.122,-39.559,21.212,-5.0588,0.98651,1.0054,1.0001,0.99772,0,-0.040457,-0.0090377,-0.037892,408.37,238.1,253.51,2.4492
159.98,84.546,161.73,-29.111,146.68,102.21,74.361,44.683,20.795,44.193,-35.355,-12.252,32.744,-1.5841,0.98377,0.99424,0.98503,0.98031,0,-0.041978,-0.018095,-0.047411,572.73,399.57,385.17,2.3217
59.896,19.811,207.54,15.588,50.553,79.693,63.345,-32.326,-14.38,60.438,9.0226,-3.8221,6.6726,13.293,0.98202,0.97079,0.98591,0.96933,0,-0.032534,0.012126,-0.026322,516.1,192.39,328.31,2.5861
64.578,156.63,168.81,-129.62,57.905,284.56,12.318,12.74,36.959,25.43,-10.722,-137.78,-26.362,56.206,0.97623,0.9805,1.0265,0.98768,0,-0.0076175,-0.014973,-0.023843,366.69,322.34,322.37,1.5884
37.346,100.93,24.116,81.284,-3.3684,-12.549,-11.763,32.732,34.004,-8.0464,33.5,45.648,4.2258,2.24,0.99898,0.98309,0.97932,0.97891,0,0.0094836,-0.0089691,-0.0033332,317.72,282.83,352.43,4.8607
312.8,128.9,95.503,-108.53,78.4,349.37,105.66,151.74,53.064,32.534,2.7292,-146.54,-25.944,71.214,0.98411,0.97178,1.0271,0.97764,0,-0.055421,-0.066689,-0.078234,579.03,398.15,347.38,1.4644
216.82,9.797,184.54,-111.86,170.5,172.96,125.74,48.975,-4.1763,69.773,-62.85,-72.098,25.252,6.8029,0.97643,0.99575,0.99992,0.98657,0,-0.07177,-0.024163,-0.068273,424.9,178.27,361.77,1.3449
276.07,25.551,191.75,-148.49,281.99,157.99,147.6,77.473,5.2964,73.285,-117.51,-63.431,60.9,-20.169,0.97293,1.0176,0.99112,0.99466,0,-0.087236,-0.034793,-0.084699,431.42,364.42,379.52,1.391
108.94,115.71,50.82,15.547,9.2922,110.64,18.689,62.549,40.849,3.2395,28.949,-22.545,-11.435,29.166,1.0041,0.98749,1.0078,0.98873,0,-0.0065484,-0.024656,-0.022985,485.1,376.87,396.04,3.5473
145.22,2.6591,147.97,-107.02,68.886,192.6,90.045,24.988,-7.6098,54.857,-24,-96.431,-10.483,30.625,0.98532,0.98839,1.0193,0.9929,0,-0.049105,-0.016409,-0.047017,454.3,384.88,329.49,2.9492
174.54,176.97,181.62,148.86,29.947,122.85,54.311,66.415,50.116,35.159,79.83,41.566,3.6594,40.716,1.0163,0.97014,0.99597,0.96487,0,-0.019579,-0.021349,-0.039204,583.99,347.41,301.32,1.2982
119.82,33.382,176.68,-203.41,154,228.67,75.658,10.122,-2.7126,55.197,-84.395,-137.16,6.4548,16.437,0.97508,1.0103,1.0254,1.0082,0,-0.047378,-0.013987,-0.045915,291.2,358.69,384.55,2.148
194.11,155.89,194.33,-76.231,131.28,254.73,71.567,67.563,42.746,44.313,-17.884,-87.123,5.8329,39.644,0.97161,0.97346,0.99943,0.96794,0,-0.040054,-0.032572,-0.056468,422.13,311.94,365.14,1.0132
140.47,10.085,104.83,0.69715,-19.19,145.4,76.759,37.805,0.12568,40.741,39.275,-47.955,-26.735,43.06,1.0023,0.97441,1.0172,0.98457,0,-0.03555,-0.017297,-0.037675,348.2,163.55,309.61,2.2144
183.72,285.86,16.973,-252.97,223.84,318.64,-11.098,144.22,110.38,-32.977,-111.07,-175.52,15.345,24.353,0.97035,1.0276,1.0251,1.014,0,-0.0056477,-0.067129,-0.043961,428.42,399.88,188.7,1.0935
102.18,86.885,196.47,-209.26,171.22,251.02,55.765,6.8496,12.022,49.366,-87.609,-142.99,9.2315,19.031,0.97459,1.0135,1.0273,1.0092,0,-0.037425,-0.013186,-0.041126,470.86,346.48,297.13,1.8841
225.76,99.428,193.27,-49.773,217.56,126.47,103.96,69.279,27.105,55.778,-61.738,-15.726,51.794,-9.0868,0.99004,1.0107,0.99075,0.98941,0,-0.058623,-0.02747,-0.064846,570.58,359.92,295.55,1.3531
95.844,129.7,119.43,175.6,70.396,-62.585,24.1,36.708,36.894,18.185,36.642,123.23,42.712,-17.779,1.0225,1.0018,0.97375,0.98299,0,-0.0082416,-0.0044927,-0.018946,245.86,344.28,231.93,1.3848
109.84,151,163.53,-80.866,240.51,72.405,33.313,33.727,39.909,28.038,-92.89,-7.8976,64.263,-31.019,0.98418,1.0275,0.98461,1.001,0,-0.025887,-0.013554,-0.035666,598.73,301.14,373.47,1.9774
41.012,118.84,138.59,91.232,-35.493,93.795,8.8216,2.1706,26.184,21.597,71.269,9.4922,-19.386,39.426,1.0263,0.98971,1.0227,0.99503,0,0.0027142,-9.55E-05,-0.0086432,485.26,218.99,351.56,2.5186
149.49,36.177,20.72,28.053,48.626,15.321,54.785,73.788,20.888,12.042,0.5504,22.221,14.261,-4.1191,1.0195,1.0138,1.0059,1.007,0,-0.026661,-0.025152,-0.033231,534.32,257.7,231.63,3.9328
201.3,120.44,95.758,-32.408,188.27,73.606,66.193,92.828,44.769,21.952,-56.856,3.8807,49.975,-17.621,0.98452,1.0067,0.97598,0.9846,0,-0.039466,-0.035643,-0.052512,567.6,348.82,372.05,2.0705
225.83,79.166,131.17,95.399,39.238,107.06,95.98,85.567,26.962,42.682,50.895,22.276,4.4117,29.666,1.0175,0.98206,1.003,0.97833,0,-0.043272,-0.029568,-0.053369,573.86,246.1,309.32,1.5755
136.71,104.11,141.53,-47.849,38.267,214.08,53.009,45.152,27.406,33.796,15.359,-80.069,-18.748,47.486,1.0012,0.988,1.0273,0.99299,0,-0.02544,-0.022132,-0.037255,436.81,323.49,372.69,1.9541
78.805,247,83.249,78.731,10.757,130.85,-28.961,66.632,79.004,-13.436,59.437,1.522,-8.7869,40.565,1.0281,1.0014,1.0227,0.99875,0,0.020013,-0.023468,-0.010031,232.16,398.27,201.26,1.0323
245.92,154.57,141.18,49.663,15.231,246.74,80.868,110.1,51.663,35,69.584,-49.752,-23.466,69.375,1.0143,0.9706,1.0244,0.97563,0,-0.03426,-0.042999,-0.056403,477.49,297.74,361.74,1.0949
90.969,197.54,151.21,44.952,58.009,134.32,6.9979,39.948,55.07,15.379,31.103,-4.9794,4.5446,29.963,1.002,0.98551,1.0009,0.97961,0,-0.00038815,-0.015187,-0.021258,245.23,334.97,364.36,1.1452
185.57,220.03,53.686,109.58,146.53,0.72373,18.157,120.89,82.488,-9.0033,-1.343,87.593,56.284,-19.134,1.0211,1.0199,0.97944,0.99299,0,-0.0089166,-0.038449,-0.035075,530.42,343.11,310.77,1.5704
50.01,36,101.19,35.424,-47.07,93.117,30.883,0.27587,3.2639,26.734,51.615,-19.883,-27.17,36.481,1.0002,0.97052,1.0075,0.98064,0,-0.01066,-0.001572,-0.014063,499.27,217.88,378.25,4.8208
130.33,44.508,182.2,-19.504,104.04,103.45,79.067,15.315,2.2186,54.938,-17.315,-17.049,18.92,7.2793,0.99642,0.99718,1.0016,0.98992,0,-0.041876,-0.0069809,-0.041283,457.65,377.81,353.24,2.3186
72.3,25.026,112.42,-27.516,31.288,88.279,46.032,5.1977,-0.20902,33.782,-0.49782,-31.364,-4.5777,15.13,1.0168,1.0124,1.0278,1.0141,0,-0.022585,-0.004086,-0.022842,435.78,269.22,306.44,3.8005
73.84,107.03,288.78,16.868,118.36,121.17,58.976,-32.202,6.4992,68.803,-2.967,-0.98285,24.87,12.822,1.0154,1.011,1.0181,1.0013,0,-0.029248,0.011517,-0.029806,512.02,334.34,396.7,1.6332
23.58,29.162,166.4,-133.25,32.696,206.02,35.438,-34.259,-9.4037,44.417,-20.883,-120.34,-25.808,38.248,0.97878,0.98587,1.026,0.99628,0,-0.020696,0.0037614,-0.019092,547.73,227.43,294.51,3.8611
183.19,126.39,203.93,-14.601,166.32,135.01,79.751,51.764,31.59,50.597,-28.511,-11.271,36.545,5.4822,0.99301,0.99938,0.99335,0.98327,0,-0.043415,-0.020373,-0.052603,425.09,286.32,335.48,1.0314
78.713,136.83,40.087,54.961,43.385,25.575,-2.5892,55.622,47.401,-6.4882,15.92,31.078,13.683,2.3776,0.98893,0.98103,0.9729,0.97219,0,0.0030033,-0.019099,-0.014416,474.06,305.04,165.73,2.672
130.87,61.342,110.94,29.441,100.28,23.251,58.877,41.479,17.188,31.307,-13.375,31.712,31.121,-10.706,1.0059,1.0067,0.99097,0.99383,0,-0.03064,-0.013109,-0.034713,340.26,247.35,285.62,1.8741
134.52,126.25,44.515,-160.67,76.758,245.77,24.188,78.999,47.283,1.3571,-38.726,-137.15,-18.021,38.71,0.97433,0.99175,1.0197,0.99496,0,-0.016666,-0.039875,-0.035852,569.75,396.01,348.31,3.2932
91.735,62.25,54.319,-107.98,-12.611,219.36,28.882,41.549,20.808,12.49,6.9884,-122.16,-41.026,52.516,0.98675,0.9802,1.0288,0.99411,0,-0.014319,-0.024192,-0.025399,493.69,279.37,381.1,4.5375
51.382,155.34,103.41,-91.214,89.859,159.34,-6.0194,26.184,44.011,5.5898,-30.729,-72.347,2.0341,19.086,0.97337,0.98981,0.99873,0.98572,0,-7.48E-05,-0.015565,-0.016699,281.03,283.13,288.96,1.7454
140.63,157.21,224.68,-194.9,232.19,261.19,55.879,31.513,35.734,47.611,-98.532,-126.14,29.544,12.67,0.97176,1.0162,1.0167,1.0026,0,-0.038611,-0.02138,-0.049497,347.37,377.84,324.92,1.0078
421.07,37.301,5.0677,-7.8168,132.47,150.93,162.19,210.21,42.633,30.68,-16.558,-25.182,21.663,14.205,1.0135,1.0055,1.0072,0.99426,0,-0.081941,-0.07852,-0.09619,587.26,364.19,259.45,1.6229
206.23,204.6,73.932,124.69,27.329,120.75,34.647,122.47,74.717,2.7747,69.594,29.886,1.5447,37.892,1.0212,0.98265,1.0012,0.97638,0,-0.010391,-0.042389,-0.039243,522.68,388.3,191.28,1.2641
175.56,147.58,31.924,73.225,119.41,-3.7197,32.598,106.99,59.79,-3.0296,-8.3177,65.62,44.584,-18.596,1.0167,1.0176,0.98432,0.9967,0,-0.016691,-0.034888,-0.035345,341.51,378.34,366.21,2.0603
2.9356,209.49,117.86,-19.871,127.42,61.36,-39.976,9.8035,57.128,-4.2151,-33.559,1.5377,32.011,-8.7394,0.99345,1.0144,0.99214,0.99829,0,0.016627,-0.0035836,-0.0020043,446.75,358.07,399.62,2.6297
44.665,88.722,63.446,-212.17,123.21,180.66,3.573,20.573,25.69,5.4864,-88.391,-132.02,0.96003,7.6996,0.98188,1.026,1.0293,1.0238,0,-0.010655,-0.017306,-0.019684,424.67,343.31,341.15,4.6494
80.363,56.963,60.374,81.627,-90.41,98.483,27.601,32.679,17.336,14.316,85.757,-9.3489,-39.53,49.966,1.024,0.97794,1.025,0.99158,0,-0.0052356,-0.012245,-0.014923,536.36,235.68,381.71,4.8207
208.99,134.57,149.42,37.072,176.67,60.557,76.496,82.746,43.568,35.285,-27.038,39.744,52.948,-13.214,1.0156,1.0214,0.9947,0.99864,0,-0.039809,-0.027542,-0.051831,532.42,244.24,319.25,1.2104
25.134,165.09,216.39,17.814,144.95,54.488,4.7335,-20.285,31.617,33.545,-25.337,26.307,42.12,-10.728,0.98211,0.99458,0.97363,0.97626,0,-0.0050636,0.009941,-0.013944,225.78,375.06,343.9,1.3203
125.6,61.376,61.298,148.26,23.026,-49.904,45.611,54.662,22.816,16.745,43.585,95.39,22.546,-7.8539,1.0276,1.0014,0.98835,0.99125,0,-0.018057,-0.013022,-0.024915,561.01,396.5,251.69,3.8534
112.9,15.331,40.108,-58.685,149.88,-19.59,50.956,44.755,9.0346,17.879,-75.028,12.575,46.475,-39.271,0.99396,1.0264,0.98586,1.0087,0,-0.032609,-0.016034,-0.03251,351.67,364.14,361.24,5.418
75.01,6.4413,109.54,129.48,-7.807,-35.03,52.915,2.6249,-5.4649,35.93,49.357,74.679,8.7864,0.85962,1.0011,0.97033,0.97267,0.96738,0,-0.022319,0.0047117,-0.019456,413.98,138.62,318.88,3.5519
113.49,115.31,81.883,118.01,6.6686,33.311,27.524,54.598,37.28,12.358,55.23,50.829,4.4627,16.518,1.0247,0.99426,1.002,0.98979,0,-0.0081361,-0.016093,-0.02189,338.57,329.61,245.98,1.9376
102.59,2.7995,81.854,233.05,-30.782,-111.66,59.405,23.443,-1.0442,30.644,81.044,143.12,17.639,-8.6574,1.0263,0.9795,0.97119,0.97285,0,-0.021634,0.0019493,-0.019847,544.59,192.23,398.49,5.0836
5.0342,232.98,218.61,35.395,173.33,40.161,-24.812,-15.894,52.913,20.273,-30.091,45.327,54.762,-18.259,0.99355,1.0112,0.97762,0.98685,0,0.0094191,0.0095639,-0.0062165,539.46,342.97,332.58,1.6422
115.5,102.57,0.76152,66.687,40.738,-7.7586,15.056,78.321,43.4,-8.431,14.003,46.903,17.631,-6.0023,1.0261,1.0177,1.0031,1.008,0,-0.0059109,-0.024912,-0.020368,282.64,214.56,216.92,2.2628
129.81,127.69,116.86,-9.131,20.5,186.69,37.46,54.689,38.065,21.882,31.479,-56.297,-18.648,46.485,1.0105,0.99079,1.0271,0.99493,0,-0.015679,-0.023646,-0.031453,425.78,317.6,307.32,1.797
46.047,71.443,81.401,-4.8094,71.213,19.161,13.958,12.179,17.78,14.061,-18.776,10.455,19.34,-9.6236,0.9983,1.0064,0.99348,0.99784,0,-0.0088905,-0.0037825,-0.014042,254.35,244.88,358.97,3.3034
71.04,59.563,41.001,-46.46,143.1,-23.841,19.64,34.025,20.853,6.6332,-68.558,18.801,45.917,-38.185,0.98455,1.0172,0.97481,0.99866,0,-0.016803,-0.011728,-0.021071,435.16,211.06,387.09,5.0034
173,150.41,187.44,37.164,84.502,162.67,63.678,57.985,40.512,41.272,25.102,-12.47,9.4261,32.421,1.0004,0.98112,1.0007,0.97444,0,-0.030114,-0.022474,-0.045143,574.18,323.01,381.25,1.4855
35.504,227.68,154.65,32.369,-24.425,220.96,-25.09,18.57,60.664,6.3911,70.788,-57.348,-35.036,68.692,1.004,0.97029,1.0237,0.97905,0,0.020325,-0.010879,-0.0061805,190.74,371.21,393.36,1.289
73.222,289.69,137.47,59.759,138.63,79.853,-32.498,55.573,87.048,-6.8166,-0.23003,36.664,39.936,1.6195,0.98875,0.99219,0.97059,0.97042,0,0.016671,-0.018695,-0.013873,301.47,390.46,260.19,0.89948
65.694,73.176,85.538,179.57,-49.709,-22.199,22.08,20.636,19.041,16.68,86.173,85.217,-3.7594,16.253,1.0229,0.97713,0.98983,0.97712,0,-0.0024194,-0.0013106,-0.010131,579.77,325.86,356.12,4.6059
173.11,122.27,220.55,-40.648,128.1,201.62,79.766,41.404,26.792,55.792,-12.866,-53.375,13.724,28.723,0.98746,0.98588,1.0043,0.97864,0,-0.04264,-0.019541,-0.05191,473.3,376.17,391.54,1.3961
231.89,47.155,271.66,-147.75,168.87,303.4,137.42,38.069,-2.1293,90.08,-50.16,-131.68,6.8306,40.157,0.97716,0.98882,1.0234,0.9864,0,-0.076996,-0.023975,-0.075662,512.64,218.72,387.95,1.0276
103.56,82.404,27.019,67.682,-50.006,81.094,21.774,60.225,31.82,2.2416,63.063,-1.4204,-24.371,36.196,1.0061,0.97165,1.0022,0.97853,0,-0.0047053,-0.022325,-0.019065,544.57,290.99,379.5,4.6812
187.85,79.726,51.486,-225.66,166.83,233.68,62.599,91.912,34.391,16.129,-97.938,-147.28,7.9427,13.028,0.97736,1.0206,1.0253,1.0151,0,-0.041562,-0.045084,-0.053339,488.82,344.87,203.03,2.2504
103.44,111.64,67.463,-131.18,107.73,165.97,21.544,53.194,37.344,7.7247,-52.207,-90.468,4.0793,13.862,0.97795,1.0024,1.0079,0.99809,0,-0.016458,-0.026916,-0.03004,570.95,242.3,177.9,2.4768
189.57,36.256,195.52,60.286,127.06,45.702,109.81,37.096,2.8729,64.536,-4.7473,44.246,39.462,-6.0682,1.0008,0.99206,0.98137,0.97691,0,-0.056252,-0.010693,-0.054321,482.11,321.45,391.07,1.8296
109.3,95.057,128.13,26.62,52.885,92.084,42.473,33.48,24.521,28.697,15.712,-1.7842,6.5171,17.213,0.98384,0.97133,0.98198,0.96694,0,-0.020738,-0.013028,-0.029932,368.81,362.1,273.38,2.0095
146.81,92.429,130.45,100.39,-7.5509,103.4,58.945,50.532,25.718,33.402,67.849,16.459,-10.47,37.731,1.0276,0.98766,1.0179,0.98967,0,-0.022514,-0.016798,-0.0331,549.92,356.03,280.45,2.1928
376.46,56.707,34.369,75.038,177.15,22.999,145.87,181.93,44.223,29.995,-23.518,66.831,59.197,-22.043,1.0202,1.0174,0.98176,0.99214,0,-0.073183,-0.062637,-0.085111,570.26,336.32,240.13,1.4573
19.766,35.541,154.72,-38.003,-10.619,144.39,29.936,-31.331,-5.7125,39.383,20.231,-63.476,-26.112,37.655,0.99654,0.98316,1.0223,0.99343,0,-0.013311,0.0067975,-0.013128,575.89,190.1,275.76,3.9203
32.828,65.844,106.67,-124.58,107.84,107.47,15.426,-3.4195,11.523,21.238,-61.425,-68.415,11.648,-1.961,1.0001,1.0292,1.0255,1.0241,0,-0.013584,-0.0037298,-0.016828,240.46,387.61,302.94,3.5353
173.46,196.37,2.2184,-31.422,86.134,147.62,9.1263,126.64,79.421,-19.907,-8.3719,-40.781,7.1458,21.252,0.9789,0.98227,0.98476,0.9735,0,-0.0056631,-0.052043,-0.036006,570.66,332.46,169.22,1.8644
367.72,82.159,19.667,8.049,82.148,185.85,128.2,190.77,51.454,23.087,14.643,-38.132,2.6254,34.78,0.99255,0.97182,0.99254,0.96686,0,-0.065493,-0.074986,-0.085656,562.63,394.14,359.2,1.8085
200.68,225.54,107.37,-151.56,246.83,211.23,34.739,111.6,79.111,6.0543,-96.145,-85.935,43.767,0.083233,0.97262,1.0179,0.99669,0.99586,0,-0.027501,-0.049448,-0.053316,556.88,378.98,263.5,1.2361
30.34,16.385,188.76,-36.741,23.753,123.79,47.782,-41.153,-15.693,53.443,5.4106,-48.791,-11.81,25.699,1.0088,1.0013,1.0297,1.0068,0,-0.0233,0.011238,-0.018382,258.37,342.96,370.9,3.1324
50.428,242.57,239.87,-68.727,166.22,199.1,-4.6708,1.6985,56.788,28.56,-36.732,-57.261,25.005,18.903,0.97302,0.99239,0.99458,0.97865,0,-0.0014068,-0.0050614,-0.02124,278.62,358.39,366.3,0.87859
32.641,114.1,107.71,127.99,-84.872,82.305,0.073544,6.7563,27.599,13.104,99.671,19.287,-32.449,48.509,1.0281,0.97783,1.0206,0.98804,0,0.0099833,-0.0010258,-0.0031457,312.05,380.75,339.07,3.0606
138.46,95.194,189.37,-4.3265,229.49,8.5566,68.887,26.879,20.279,47.535,-71.877,47.336,74.475,-40.418,0.9913,1.0205,0.97129,0.99141,0,-0.041509,-0.0067213,-0.04348,422.28,322.67,398.83,1.6989
60.556,56.837,63.729,-104.28,57.273,122.16,20.453,21.764,15.84,13.067,-33.76,-73.918,-5.6857,13.023,1.0037,1.0185,1.0292,1.0195,0,-0.01342,-0.013168,-0.019502,360.05,208.11,190.12,3.1723
4.1824,123.78,132.21,158.34,35.024,-65.792,-9.3607,-12.873,26.228,15.291,40.647,108.32,29.628,-13.723,1.0294,1.0101,0.99035,0.9972,0,0.0084873,0.012615,0.00099358,205.14,229.45,321.38,1.9089
17.404,113.67,143.8,116.51,64.991,-45.167,2.057,-12.373,22.484,21.471,18.607,88.298,34.419,-16.61,1.008,0.99842,0.97577,0.98379,0,0.0008385,0.011368,-0.0050653,472.53,249.53,284.84,2.6452
137.33,203.41,78.837,112.1,107.32,9.1674,8.7925,86.219,69.806,-2.6673,14.873,77.814,41.891,-9.1769,1.0154,1.0071,0.97989,0.9862,0,-0.0028632,-0.02641,-0.025867,350.27,363.05,262.05,1.3217
113.52,172.01,140.17,-36.678,116.91,146.38,22.326,48.517,49.663,18.487,-19.103,-35.445,16.853,15.363,1.0144,1.0216,1.0238,1.0118,0,-0.01272,-0.019923,-0.029377,415.09,362.76,291.44,1.5009
143.11,38.782,108.19,84.463,-34.956,97.835,69.709,43.997,9.8753,36.501,68.839,4.2489,-20.44,39.819,1.0268,0.9852,1.022,0.99216,0,-0.027854,-0.015294,-0.03317,338.45,276.81,341.88,2.3005
67.875,232.87,168.92,-134.67,233.74,161.69,-9.232,29.67,63.868,11.236,-93.986,-64.124,46.761,-9.3998,0.97057,1.0192,0.99265,0.99724,0,-0.0048986,-0.016415,-0.024846,350.63,385.28,384.33,1.3801
156.84,125,52.837,-92.274,74.685,192.78,35.796,87.093,47.372,6.0712,-19.955,-87.065,-7.2676,30.578,0.99756,1.004,1.0232,1.0032,0,-0.020026,-0.038103,-0.038059,441.53,319,158.74,1.7355
149.24,118.3,171.21,30.992,19.745,188.58,60.202,44.888,29.481,40.794,48.894,-37.916,-16.274,50.885,1.0182,0.98745,1.0287,0.99136,0,-0.025264,-0.01864,-0.037706,394.17,318.15,271.41,1.2359
142.93,66.974,62.48,88.447,-50.287,98.126,50.493,64.784,24.906,18.622,75.354,2.7675,-25.322,42.854,1.0279,0.98495,1.0221,0.99262,0,-0.017613,-0.022743,-0.029019,538.86,343.82,340.15,3.4764
7.2241,142.9,115.82,248.71,-43.063,-67.118,-18.231,-2.0934,34.518,7.6848,101.76,133.59,9.0246,7.7029,1.0246,0.97499,0.97496,0.96889,0,0.019493,0.010744,0.006612,292.19,397.29,375.36,3.0232
31.225,111.09,58.932,127.54,-19.388,-16.776,-10.1,20.926,32.624,-0.50572,56.596,65.513,2.5356,7.9117,1.0001,0.97211,0.97377,0.96863,0,0.011119,-0.0029808,-0.0015686,389.72,303.58,320.37,4.0287
162.3,82.683,88.344,-39.934,8.8893,206.89,58.672,69.852,28.357,24.956,26.165,-80.758,-27.355,51.311,1.0012,0.98184,1.0257,0.99003,0,-0.027393,-0.031167,-0.040342,371.38,265.68,391.83,2.0845
26.219,61.113,217.46,47.731,79.393,24.975,38.586,-42.953,-3.7665,52.607,1.2705,36.147,25.544,-5.0234,1.028,1.0236,1.0179,1.0145,0,-0.01836,0.017843,-0.015178,421.29,300.29,398.88,2.6645
46.058,90.495,80.425,13.481,-12.2,97.196,7.3767,16.932,24.135,10.619,32.31,-23.869,-17.298,29.283,0.99391,0.97658,1.0016,0.98133,0,-0.00046591,-0.0081136,-0.011179,290.25,300.43,396.54,3.5404
58.06,66.452,79.771,115.23,-85.407,63.658,19.753,17.548,16.699,15.96,90.476,19.067,-31.225,42.088,1.0254,0.97771,1.0171,0.98828,0,-0.00080905,-0.0048967,-0.0096457,478.65,303.8,315.24,4.3656
111.11,115.48,121.21,94.058,67.061,20.34,35.422,40.704,32.751,22.876,23.186,56.854,25.148,-0.046924,1.0028,0.98739,0.97831,0.97535,0,-0.015663,-0.011116,-0.026368,397.1,292.35,254.31,1.7035
170.07,137.02,217.32,-139.69,236.39,200.29,73.482,43.42,32.271,51.505,-89.184,-78.715,42.497,0.16932,0.98405,1.0216,1.0102,1.0036,0,-0.045818,-0.022149,-0.054438,444.35,343.53,336.02,1.1368
87.918,49.897,69.209,61.865,-11.939,41.828,35.258,31.815,14.778,18.32,40.161,17.081,-7.077,17.614,1.0158,0.99208,1.0072,0.99363,0,-0.013604,-0.010323,-0.019715,568.44,340.4,206.87,4.3481
147.71,48.85,205.52,-184.35,215.86,192.82,89.082,17.399,1.3588,62.734,-103.25,-103.56,32.844,-2.4496,0.98003,1.0231,1.0174,1.011,0,-0.055207,-0.01423,-0.05333,317.07,287.31,392.06,1.483
91.71,6.5655,60.377,-13.691,82.492,-6.6193,49.101,26.595,1.7281,23.648,-31.833,16.366,25.518,-19.711,1.0016,1.0127,0.99355,1.0031,0,-0.027569,-0.0087156,-0.02633,241.98,374.54,195.99,4.1216
108.43,70.992,252.77,190.65,131.59,-78.108,78.078,-13.675,2.7778,66.366,18.904,148.65,66.912,-31.721,1.0276,1.0104,0.97322,0.98525,0,-0.036064,0.016162,-0.032094,475.68,231.45,360.15,1.4664
135.53,60.906,93.863,11.254,154.36,-18.918,57.587,48.603,19.867,26.598,-47.512,47.844,53.38,-33.924,1.0108,1.0287,0.98939,1.0077,0,-0.032533,-0.014514,-0.035826,419.05,261.32,389.36,2.6765
75.576,111.91,106.07,83.246,38.01,23.607,18.466,27.639,30.617,16.344,29.046,44.471,13.937,5.1718,1.0212,1.0049,1.0028,0.99745,0,-0.0062074,-0.0068035,-0.016534,525.32,258.56,383.89,2.9502
76.433,45.22,96.509,-184.94,108.6,181.37,37.3,16.599,8.6594,25.993,-71.998,-122.03,-1.724,12.991,0.97325,1.0062,1.0177,1.0062,0,-0.026628,-0.015415,-0.029936,479.8,355.2,203,3.749
98.287,191.67,112.52,133.58,20.994,62.663,3.2608,54.478,58.15,6.2316,63.593,51.941,7.0574,23.834,1.01,0.97734,0.98656,0.97019,0,0.0048459,-0.016454,-0.017414,430.79,304.83,287.12,1.5321
