时间/s,基波幅值(有效值)/V,基波相角/rad,基波频率/Hz
0.7433,53.1094,-2.3069,49.335
0.7434,53.1161,-2.3035,49.3229
0.7435,53.1228,-2.3001,49.3108
0.7436,53.1295,-2.2968,49.2987
0.7437,53.1364,-2.2934,49.2866
0.7438,53.1432,-2.29,49.2744
0.7439,53.1502,-2.2867,49.2623
0.744,53.1572,-2.2833,49.2502
0.7441,53.1642,-2.28,49.2381
0.7442,53.1713,-2.2766,49.226
0.7443,53.1785,-2.2733,49.2139
0.7444,53.1857,-2.27,49.2018
0.7445,53.1929,-2.2667,49.1897
0.7446,53.2002,-2.2634,49.1777
0.7447,53.2076,-2.2601,49.1656
0.7448,53.215,-2.2568,49.1535
0.7449,53.2225,-2.2535,49.1414
0.745,53.23,-2.2503,49.1293
0.7451,53.2376,-2.247,49.1173
0.7452,53.2452,-2.2437,49.1052
0.7453,53.2529,-2.2405,49.0932
0.7454,53.2606,-2.2373,49.0811
0.7455,53.2684,-2.234,49.069
0.7456,53.2762,-2.2308,49.057
0.7457,53.2841,-2.2276,49.045
0.7458,53.292,-2.2244,49.0329
0.7459,53.3,-2.2212,49.0209
0.746,53.3081,-2.218,49.0089
0.7461,53.3161,-2.2148,48.9969
0.7462,53.3243,-2.2117,48.9848
0.7463,53.3325,-2.2085,48.9728
0.7464,53.3407,-2.2054,48.9608
0.7465,53.349,-2.2022,48.9488
0.7466,53.3573,-2.1991,48.9368
0.7467,53.3657,-2.196,48.9248
0.7468,53.3741,-2.1929,48.9129
0.7469,53.3826,-2.1898,48.9009
0.747,53.3911,-2.1867,48.8889
0.7471,53.3997,-2.1836,48.8769
0.7472,53.4083,-2.1805,48.865
0.7473,53.417,-2.1774,48.853
0.7474,53.4257,-2.1744,48.8411
0.7475,53.4345,-2.1713,48.8291
0.7476,53.4433,-2.1683,48.8172
0.7477,53.4521,-2.1652,48.8052
0.7478,53.461,-2.1622,48.7933
0.7479,53.47,-2.1592,48.7814
0.748,53.479,-2.1562,48.7695
0.7481,53.488,-2.1532,48.7575
0.7482,53.4971,-2.1502,48.7456
0.7483,53.5062,-2.1472,48.7337
0.7484,53.5154,-2.1442,48.7218
0.7485,53.5246,-2.1413,48.7099
0.7486,53.5338,-2.1383,48.6981
0.7487,53.5431,-2.1354,48.6862
0.7488,53.5525,-2.1324,48.6743
0.7489,53.5618,-2.1295,48.6624
0.749,53.5713,-2.1266,48.6506
0.7491,53.5807,-2.1237,48.6387
0.7492,53.5902,-2.1208,48.6269
0.7493,53.5998,-2.1179,48.615
0.7494,53.6094,-2.115,48.6032
0.7495,53.619,-2.1121,48.5914
0.7496,53.6286,-2.1093,48.5796
0.7497,53.6383,-2.1064,48.5677
0.7498,53.6481,-2.1035,48.5559
0.7499,53.6578,-2.1007,48.5441
0.75,53.6677,-2.0979,48.5323
0.7501,53.6775,-2.0951,48.5206
0.7502,53.6874,-2.0922,48.5088
0.7503,53.6973,-2.0894,48.497
0.7504,53.7073,-2.0866,48.4852
0.7505,53.7173,-2.0839,48.4735
0.7506,53.7273,-2.0811,48.4618
0.7507,53.7373,-2.0783,48.45
0.7508,53.7474,-2.0756,48.4383
0.7509,53.7575,-2.0728,48.4266
0.751,53.7677,-2.0701,48.4149
0.7511,53.7779,-2.0673,48.4032
0.7512,53.7881,-2.0646,48.3915
0.7513,53.7983,-2.0619,48.3798
0.7514,53.8086,-2.0592,48.3681
0.7515,53.8189,-2.0565,48.3565
0.7516,53.8292,-2.0538,48.3448
0.7517,53.8396,-2.0511,48.3332
0.7518,53.85,-2.0485,48.3216
0.7519,53.8604,-2.0458,48.31
0.752,53.8708,-2.0432,48.2984
0.7521,53.8813,-2.0405,48.2868
0.7522,53.8918,-2.0379,48.2752
0.7523,53.9023,-2.0353,48.2636
0.7524,53.9128,-2.0327,48.2521
0.7525,53.9234,-2.0301,48.2406
0.7526,53.934,-2.0275,48.229
0.7527,53.9446,-2.025,48.2175
0.7528,53.9552,-2.0224,48.206
0.7529,53.9659,-2.0199,48.1946
0.753,53.9766,-2.0173,48.1831
0.7531,53.9873,-2.0148,48.1717
0.7532,53.998,-2.0123,48.1602
0.7533,54.0087,-2.0098,48.1488
0.7534,54.0195,-2.0073,48.1374
0.7535,54.0303,-2.0048,48.126
0.7536,54.0411,-2.0023,48.1147
0.7537,54.0519,-1.9999,48.1033
0.7538,54.0627,-1.9974,48.092
0.7539,54.0736,-1.995,48.0807
0.754,54.0845,-1.9925,48.0694
0.7541,54.0953,-1.9901,48.0581
0.7542,54.1063,-1.9877,48.0468
0.7543,54.1172,-1.9853,48.0356
0.7544,54.1281,-1.983,48.0243
0.7545,54.1391,-1.9806,48.0131
0.7546,54.1501,-1.9783,48.0019
0.7547,54.1611,-1.9759,47.9908
0.7548,54.1721,-1.9736,47.9796
0.7549,54.1831,-1.9713,47.9685
0.755,54.1942,-1.969,47.9573
0.7551,54.2052,-1.9667,47.9462
0.7552,54.2163,-1.9644,47.9352
0.7553,54.2274,-1.9622,47.9241
0.7554,54.2385,-1.9599,47.913
0.7555,54.2497,-1.9577,47.902
0.7556,54.2608,-1.9554,47.891
0.7557,54.272,-1.9532,47.88
0.7558,54.2832,-1.951,47.869
0.7559,54.2944,-1.9488,47.8581
0.756,54.3056,-1.9467,47.8471
0.7561,54.3168,-1.9445,47.8362
0.7562,54.3281,-1.9424,47.8253
0.7563,54.3394,-1.9402,47.8144
0.7564,54.3507,-1.9381,47.8036
0.7565,54.362,-1.936,47.7927
0.7566,54.3733,-1.9339,47.7819
0.7567,54.3846,-1.9318,47.7711
0.7568,54.396,-1.9297,47.7603
0.7569,54.4073,-1.9277,47.7495
0.757,54.4187,-1.9256,47.7387
0.7571,54.4302,-1.9236,47.7279
0.7572,54.4416,-1.9216,47.7172
0.7573,54.453,-1.9196,47.7065
0.7574,54.4645,-1.9176,47.6958
0.7575,54.476,-1.9156,47.6851
0.7576,54.4875,-1.9136,47.6744
0.7577,54.499,-1.9116,47.6638
0.7578,54.5105,-1.9097,47.6531
0.7579,54.5221,-1.9077,47.6425
0.758,54.5337,-1.9058,47.6319
0.7581,54.5453,-1.9039,47.6213
0.7582,54.5569,-1.902,47.6107
0.7583,54.5685,-1.9001,47.6001
0.7584,54.5802,-1.8982,47.5895
0.7585,54.5918,-1.8963,47.579
0.7586,54.6035,-1.8945,47.5684
0.7587,54.6152,-1.8926,47.5579
0.7588,54.627,-1.8908,47.5474
0.7589,54.6387,-1.889,47.5369
0.759,54.6505,-1.8871,47.5264
0.7591,54.6623,-1.8853,47.516
0.7592,54.6741,-1.8835,47.5055
0.7593,54.6859,-1.8818,47.495
0.7594,54.6978,-1.88,47.4846
0.7595,54.7096,-1.8782,47.4742
0.7596,54.7215,-1.8765,47.4638
0.7597,54.7334,-1.8747,47.4534
0.7598,54.7453,-1.873,47.443
0.7599,54.7572,-1.8713,47.4326
0.76,54.7692,-1.8695,47.4222
0.7601,54.7812,-1.8678,47.4119
0.7602,54.7931,-1.8661,47.4016
0.7603,54.8051,-1.8645,47.3912
0.7604,54.8171,-1.8628,47.3809
0.7605,54.8292,-1.8611,47.3706
0.7606,54.8412,-1.8595,47.3603
0.7607,54.8533,-1.8578,47.35
0.7608,54.8654,-1.8562,47.3398
0.7609,54.8774,-1.8546,47.3295
0.761,54.8895,-1.8529,47.3193
0.7611,54.9017,-1.8513,47.3091
0.7612,54.9138,-1.8497,47.2989
0.7613,54.9259,-1.8481,47.2887
0.7614,54.9381,-1.8466,47.2785
0.7615,54.9502,-1.845,47.2683
0.7616,54.9624,-1.8435,47.2582
0.7617,54.9746,-1.8419,47.248
0.7618,54.9868,-1.8404,47.2379
0.7619,54.999,-1.8389,47.2278
0.762,55.0112,-1.8373,47.2177
0.7621,55.0234,-1.8358,47.2076
0.7622,55.0356,-1.8343,47.1976
0.7623,55.0478,-1.8329,47.1875
0.7624,55.06,-1.8314,47.1775
0.7625,55.0723,-1.8299,47.1675
0.7626,55.0845,-1.8285,47.1575
0.7627,55.0968,-1.827,47.1476
0.7628,55.109,-1.8256,47.1376
0.7629,55.1213,-1.8242,47.1277
0.763,55.1335,-1.8228,47.1178
0.7631,55.1458,-1.8214,47.1079
0.7632,55.158,-1.82,47.098
0.7633,55.1703,-1.8187,47.0882
0.7634,55.1825,-1.8173,47.0784
0.7635,55.1948,-1.816,47.0686
0.7636,55.207,-1.8147,47.0588
0.7637,55.2193,-1.8133,47.049
0.7638,55.2315,-1.812,47.0393
0.7639,55.2438,-1.8107,47.0296
0.764,55.2561,-1.8095,47.0199
0.7641,55.2683,-1.8082,47.0102
0.7642,55.2805,-1.807,47.0006
0.7643,55.2928,-1.8057,46.991
0.7644,55.305,-1.8045,46.9814
0.7645,55.3173,-1.8033,46.9718
0.7646,55.3295,-1.8021,46.9623
0.7647,55.3418,-1.8009,46.9528
0.7648,55.354,-1.7997,46.9433
0.7649,55.3662,-1.7986,46.9338
0.765,55.3784,-1.7974,46.9243
0.7651,55.3907,-1.7963,46.9149
0.7652,55.4029,-1.7952,46.9055
0.7653,55.4151,-1.7941,46.8961
0.7654,55.4273,-1.793,46.8868
0.7655,55.4396,-1.7919,46.8775
0.7656,55.4518,-1.7909,46.8682
0.7657,55.464,-1.7898,46.8589
0.7658,55.4762,-1.7888,46.8496
0.7659,55.4884,-1.7878,46.8404
0.766,55.5006,-1.7868,46.8312
0.7661,55.5128,-1.7858,46.822
0.7662,55.5251,-1.7848,46.8129
0.7663,55.5373,-1.7839,46.8037
0.7664,55.5495,-1.7829,46.7946
0.7665,55.5617,-1.782,46.7856
0.7666,55.574,-1.7811,46.7765
0.7667,55.5862,-1.7802,46.7675
0.7668,55.5984,-1.7793,46.7584
0.7669,55.6107,-1.7784,46.7494
0.767,55.6229,-1.7775,46.7405
0.7671,55.6352,-1.7767,46.7315
0.7672,55.6474,-1.7758,46.7226
0.7673,55.6597,-1.775,46.7137
0.7674,55.672,-1.7742,46.7048
0.7675,55.6842,-1.7734,46.6959
0.7676,55.6965,-1.7726,46.687
0.7677,55.7088,-1.7719,46.6782
0.7678,55.7212,-1.7711,46.6694
0.7679,55.7335,-1.7704,46.6606
0.768,55.7458,-1.7696,46.6518
0.7681,55.7582,-1.7689,46.643
0.7682,55.7706,-1.7682,46.6343
0.7683,55.783,-1.7675,46.6256
0.7684,55.7954,-1.7668,46.6168
0.7685,55.8078,-1.7661,46.6081
0.7686,55.8202,-1.7655,46.5994
0.7687,55.8327,-1.7648,46.5908
0.7688,55.8452,-1.7642,46.5821
0.7689,55.8577,-1.7635,46.5735
0.769,55.8702,-1.7629,46.5648
0.7691,55.8827,-1.7623,46.5562
0.7692,55.8953,-1.7617,46.5476
0.7693,55.9079,-1.7611,46.539
0.7694,55.9205,-1.7605,46.5304
0.7695,55.9331,-1.76,46.5219
0.7696,55.9457,-1.7594,46.5133
0.7697,55.9584,-1.7589,46.5048
0.7698,55.9711,-1.7583,46.4962
0.7699,55.9838,-1.7578,46.4877
0.77,55.9965,-1.7573,46.4792
0.7701,56.0093,-1.7567,46.4707
0.7702,56.0221,-1.7562,46.4622
0.7703,56.0349,-1.7557,46.4537
0.7704,56.0478,-1.7553,46.4453
0.7705,56.0606,-1.7548,46.4368
0.7706,56.0735,-1.7543,46.4284
0.7707,56.0864,-1.7538,46.4199
0.7708,56.0993,-1.7534,46.4115
0.7709,56.1123,-1.753,46.4031
0.771,56.1253,-1.7525,46.3947
0.7711,56.1383,-1.7521,46.3863
0.7712,56.1513,-1.7517,46.3779
0.7713,56.1643,-1.7513,46.3696
0.7714,56.1774,-1.7509,46.3612
0.7715,56.1905,-1.7505,46.3529
0.7716,56.2036,-1.7501,46.3445
0.7717,56.2167,-1.7497,46.3362
0.7718,56.2299,-1.7493,46.3279
0.7719,56.243,-1.749,46.3196
0.772,56.2562,-1.7486,46.3114
0.7721,56.2694,-1.7483,46.3031
0.7722,56.2826,-1.748,46.2948
0.7723,56.2959,-1.7477,46.2866
0.7724,56.3091,-1.7473,46.2784
0.7725,56.3224,-1.747,46.2702
0.7726,56.3356,-1.7468,46.262
0.7727,56.3489,-1.7465,46.2539
0.7728,56.3622,-1.7462,46.2457
0.7729,56.3755,-1.7459,46.2376
0.773,56.3889,-1.7457,46.2295
0.7731,56.4022,-1.7454,46.2214
0.7732,56.4155,-1.7452,46.2133
0.7733,56.4289,-1.745,46.2052
0.7734,56.4422,-1.7448,46.1972
0.7735,56.4556,-1.7446,46.1892
0.7736,56.469,-1.7444,46.1812
0.7737,56.4823,-1.7442,46.1732
0.7738,56.4957,-1.744,46.1653
0.7739,56.5091,-1.7439,46.1574
0.774,56.5225,-1.7437,46.1495
0.7741,56.5359,-1.7436,46.1416
0.7742,56.5493,-1.7435,46.1337
0.7743,56.5626,-1.7434,46.1259
0.7744,56.576,-1.7433,46.1181
0.7745,56.5894,-1.7432,46.1103
0.7746,56.6028,-1.7431,46.1026
0.7747,56.6162,-1.7431,46.0949
0.7748,56.6296,-1.743,46.0872
0.7749,56.643,-1.743,46.0795
0.775,56.6564,-1.743,46.0718
0.7751,56.6698,-1.743,46.0642
0.7752,56.6832,-1.743,46.0566
0.7753,56.6966,-1.743,46.0491
0.7754,56.71,-1.743,46.0415
0.7755,56.7233,-1.7431,46.034
0.7756,56.7367,-1.7432,46.0265
0.7757,56.7501,-1.7432,46.0191
0.7758,56.7635,-1.7433,46.0116
0.7759,56.7769,-1.7434,46.0042
0.776,56.7903,-1.7435,45.9969
0.7761,56.8037,-1.7437,45.9895
0.7762,56.817,-1.7438,45.9822
0.7763,56.8304,-1.744,45.9749
0.7764,56.8438,-1.7442,45.9676
0.7765,56.8572,-1.7443,45.9604
0.7766,56.8706,-1.7445,45.9532
0.7767,56.884,-1.7448,45.946
0.7768,56.8975,-1.745,45.9388
0.7769,56.9109,-1.7452,45.9317
0.777,56.9243,-1.7455,45.9246
0.7771,56.9377,-1.7458,45.9175
0.7772,56.9512,-1.7461,45.9104
0.7773,56.9646,-1.7464,45.9034
0.7774,56.9781,-1.7467,45.8964
0.7775,56.9916,-1.747,45.8894
0.7776,57.0051,-1.7473,45.8824
0.7777,57.0186,-1.7477,45.8755
0.7778,57.0321,-1.748,45.8686
0.7779,57.0457,-1.7484,45.8617
0.778,57.0592,-1.7488,45.8548
0.7781,57.0728,-1.7492,45.8479
0.7782,57.0864,-1.7496,45.8411
0.7783,57.1,-1.75,45.8343
0.7784,57.1137,-1.7505,45.8275
0.7785,57.1274,-1.7509,45.8207
0.7786,57.1411,-1.7514,45.8139
0.7787,57.1548,-1.7519,45.8072
0.7788,57.1686,-1.7523,45.8004
0.7789,57.1823,-1.7528,45.7937
0.779,57.1962,-1.7533,45.787
0.7791,57.21,-1.7539,45.7803
0.7792,57.2239,-1.7544,45.7737
0.7793,57.2378,-1.7549,45.767
0.7794,57.2518,-1.7555,45.7604
0.7795,57.2657,-1.756,45.7537
0.7796,57.2798,-1.7566,45.7471
0.7797,57.2938,-1.7571,45.7405
0.7798,57.3079,-1.7577,45.7339
0.7799,57.3221,-1.7583,45.7273
0.78,57.3362,-1.7589,45.7208
0.7801,57.3505,-1.7595,45.7142
0.7802,57.3647,-1.7601,45.7077
0.7803,57.379,-1.7608,45.7011
0.7804,57.3934,-1.7614,45.6946
0.7805,57.4077,-1.762,45.6881
0.7806,57.4222,-1.7627,45.6816
0.7807,57.4366,-1.7633,45.6751
0.7808,57.4511,-1.764,45.6686
0.7809,57.4657,-1.7647,45.6621
0.781,57.4803,-1.7653,45.6557
0.7811,57.4949,-1.766,45.6492
0.7812,57.5096,-1.7667,45.6428
0.7813,57.5243,-1.7674,45.6364
0.7814,57.5391,-1.7681,45.6299
0.7815,57.5539,-1.7688,45.6235
0.7816,57.5687,-1.7695,45.6171
0.7817,57.5836,-1.7703,45.6108
0.7818,57.5985,-1.771,45.6044
0.7819,57.6135,-1.7717,45.598
0.782,57.6285,-1.7725,45.5917
0.7821,57.6435,-1.7733,45.5853
0.7822,57.6586,-1.774,45.579
0.7823,57.6737,-1.7748,45.5727
0.7824,57.6888,-1.7756,45.5664
0.7825,57.704,-1.7764,45.5601
0.7826,57.7192,-1.7771,45.5539
0.7827,57.7344,-1.7779,45.5476
0.7828,57.7497,-1.7788,45.5414
0.7829,57.765,-1.7796,45.5351
0.783,57.7803,-1.7804,45.5289
0.7831,57.7957,-1.7812,45.5227
0.7832,57.8111,-1.7821,45.5166
0.7833,57.8265,-1.7829,45.5104
0.7834,57.8419,-1.7838,45.5043
0.7835,57.8573,-1.7846,45.4982
0.7836,57.8728,-1.7855,45.4921
0.7837,57.8883,-1.7864,45.486
0.7838,57.9038,-1.7873,45.48
0.7839,57.9193,-1.7882,45.4739
0.784,57.9348,-1.7891,45.4679
0.7841,57.9503,-1.79,45.462
0.7842,57.9659,-1.791,45.456
0.7843,57.9815,-1.7919,45.4501
0.7844,57.997,-1.7929,45.4442
0.7845,58.0126,-1.7938,45.4383
0.7846,58.0282,-1.7948,45.4324
0.7847,58.0438,-1.7958,45.4266
0.7848,58.0594,-1.7968,45.4208
0.7849,58.075,-1.7978,45.415
0.785,58.0906,-1.7989,45.4093
0.7851,58.1063,-1.7999,45.4036
0.7852,58.1219,-1.8009,45.3979
0.7853,58.1375,-1.802,45.3922
0.7854,58.1531,-1.8031,45.3866
0.7855,58.1687,-1.8042,45.381
0.7856,58.1843,-1.8053,45.3754
0.7857,58.2,-1.8064,45.3699
0.7858,58.2156,-1.8075,45.3644
0.7859,58.2312,-1.8086,45.3589
0.786,58.2468,-1.8098,45.3535
0.7861,58.2624,-1.811,45.3481
0.7862,58.278,-1.8121,45.3427
0.7863,58.2936,-1.8133,45.3374
0.7864,58.3092,-1.8145,45.3321
0.7865,58.3248,-1.8158,45.3268
0.7866,58.3404,-1.817,45.3215
0.7867,58.356,-1.8182,45.3163
0.7868,58.3716,-1.8195,45.3111
0.7869,58.3872,-1.8208,45.306
0.787,58.4028,-1.8221,45.3009
0.7871,58.4184,-1.8234,45.2958
0.7872,58.434,-1.8247,45.2907
0.7873,58.4496,-1.826,45.2857
0.7874,58.4652,-1.8274,45.2807
0.7875,58.4808,-1.8287,45.2757
0.7876,58.4964,-1.8301,45.2708
0.7877,58.512,-1.8315,45.2659
0.7878,58.5276,-1.8329,45.261
0.7879,58.5433,-1.8343,45.2562
0.788,58.5589,-1.8357,45.2513
0.7881,58.5746,-1.8372,45.2465
0.7882,58.5902,-1.8386,45.2418
0.7883,58.6059,-1.8401,45.237
0.7884,58.6216,-1.8416,45.2323
0.7885,58.6373,-1.843,45.2276
0.7886,58.653,-1.8445,45.223
0.7887,58.6688,-1.8461,45.2183
0.7888,58.6845,-1.8476,45.2137
0.7889,58.7003,-1.8491,45.2091
0.789,58.7161,-1.8507,45.2045
0.7891,58.7319,-1.8522,45.2
0.7892,58.7478,-1.8538,45.1955
0.7893,58.7637,-1.8554,45.191
0.7894,58.7796,-1.857,45.1865
0.7895,58.7955,-1.8586,45.182
0.7896,58.8115,-1.8602,45.1776
0.7897,58.8275,-1.8618,45.1732
0.7898,58.8435,-1.8635,45.1688
0.7899,58.8596,-1.8651,45.1644
0.79,58.8757,-1.8668,45.16
0.7901,58.8918,-1.8684,45.1556
0.7902,58.908,-1.8701,45.1513
0.7903,58.9242,-1.8718,45.147
0.7904,58.9404,-1.8734,45.1427
0.7905,58.9567,-1.8751,45.1384
0.7906,58.9731,-1.8769,45.1341
0.7907,58.9894,-1.8786,45.1299
0.7908,59.0058,-1.8803,45.1256
0.7909,59.0223,-1.882,45.1214
0.791,59.0388,-1.8837,45.1172
0.7911,59.0553,-1.8855,45.113
0.7912,59.0718,-1.8872,45.1088
0.7913,59.0885,-1.889,45.1046
0.7914,59.1051,-1.8908,45.1005
0.7915,59.1218,-1.8925,45.0963
0.7916,59.1385,-1.8943,45.0922
0.7917,59.1553,-1.8961,45.0881
0.7918,59.1721,-1.8979,45.084
0.7919,59.189,-1.8997,45.0799
0.792,59.2059,-1.9015,45.0758
0.7921,59.2228,-1.9033,45.0718
0.7922,59.2398,-1.9051,45.0677
0.7923,59.2568,-1.9069,45.0637
0.7924,59.2738,-1.9088,45.0597
0.7925,59.2909,-1.9106,45.0557
0.7926,59.308,-1.9125,45.0517
0.7927,59.3252,-1.9143,45.0478
0.7928,59.3423,-1.9162,45.0438
0.7929,59.3595,-1.918,45.0399
0.793,59.3768,-1.9199,45.036
0.7931,59.394,-1.9218,45.0321
0.7932,59.4113,-1.9237,45.0283
0.7933,59.4286,-1.9256,45.0244
0.7934,59.4459,-1.9275,45.0206
0.7935,59.4633,-1.9294,45.0168
0.7936,59.4806,-1.9313,45.013
0.7937,59.498,-1.9332,45.0093
0.7938,59.5154,-1.9352,45.0055
0.7939,59.5328,-1.9371,45.0018
0.794,59.5502,-1.9391,44.9981
0.7941,59.5676,-1.941,44.9945
0.7942,59.5851,-1.943,44.9908
0.7943,59.6025,-1.945,44.9872
0.7944,59.6199,-1.947,44.9836
0.7945,59.6374,-1.949,44.9801
0.7946,59.6548,-1.951,44.9766
0.7947,59.6723,-1.953,44.9731
0.7948,59.6897,-1.955,44.9696
0.7949,59.7071,-1.957,44.9662
0.795,59.7245,-1.9591,44.9628
0.7951,59.7419,-1.9612,44.9594
0.7952,59.7593,-1.9632,44.9561
0.7953,59.7767,-1.9653,44.9528
0.7954,59.7941,-1.9674,44.9495
0.7955,59.8114,-1.9695,44.9463
0.7956,59.8287,-1.9716,44.9431
0.7957,59.846,-1.9737,44.9399
0.7958,59.8633,-1.9759,44.9368
0.7959,59.8806,-1.978,44.9337
0.796,59.8978,-1.9802,44.9306
0.7961,59.915,-1.9824,44.9276
0.7962,59.9322,-1.9846,44.9246
0.7963,59.9494,-1.9868,44.9217
0.7964,59.9665,-1.989,44.9188
0.7965,59.9837,-1.9912,44.9159
0.7966,60.0007,-1.9935,44.9131
0.7967,60.0178,-1.9957,44.9103
0.7968,60.1609,-2.0109,44.9623
0.7969,60.1785,-2.0131,44.9592
0.797,60.1961,-2.0152,44.9562
0.7971,60.2137,-2.0174,44.9531
0.7972,60.2314,-2.0196,44.9501
0.7973,60.249,-2.0219,44.9471
0.7974,60.2666,-2.0241,44.9441
0.7975,60.2843,-2.0263,44.9412
0.7976,60.3019,-2.0286,44.9382
0.7977,60.3195,-2.0308,44.9353
0.7978,60.3372,-2.0331,44.9324
0.7979,60.3548,-2.0353,44.9296
0.798,60.3725,-2.0376,44.9268
0.7981,60.3901,-2.0399,44.9239
0.7982,60.4077,-2.0422,44.9211
0.7983,60.4254,-2.0445,44.9184
0.7984,60.443,-2.0468,44.9156
0.7985,60.4606,-2.0491,44.9129
0.7986,60.4783,-2.0514,44.9102
0.7987,60.4959,-2.0537,44.9076
0.7988,60.5135,-2.056,44.9049
0.7989,60.5311,-2.0584,44.9023
0.799,60.5487,-2.0607,44.8997
0.7991,60.5663,-2.0631,44.8971
0.7992,60.5839,-2.0655,44.8946
0.7993,60.6015,-2.0678,44.8921
0.7994,60.619,-2.0702,44.8896
0.7995,60.6366,-2.0726,44.8871
0.7996,60.6541,-2.075,44.8846
0.7997,60.6717,-2.0774,44.8822
0.7998,60.6892,-2.0798,44.8798
0.7999,60.7067,-2.0822,44.8774
0.8,60.7242,-2.0846,44.8751
0.8001,60.7416,-2.087,44.8728
0.8002,60.7591,-2.0895,44.8705
0.8003,60.7765,-2.0919,44.8682
0.8004,60.7939,-2.0944,44.8659
0.8005,60.8113,-2.0968,44.8637
0.8006,60.8287,-2.0993,44.8615
0.8007,60.846,-2.1018,44.8593
0.8008,60.8634,-2.1043,44.8572
0.8009,60.8807,-2.1068,44.855
0.801,60.898,-2.1092,44.8529
0.8011,60.9152,-2.1118,44.8508
0.8012,60.9325,-2.1143,44.8488
0.8013,60.9497,-2.1168,44.8467
0.8014,60.9669,-2.1193,44.8447
0.8015,60.984,-2.1219,44.8427
0.8016,61.0012,-2.1244,44.8408
0.8017,61.0183,-2.127,44.8388
0.8018,61.0354,-2.1295,44.8369
0.8019,61.0524,-2.1321,44.835
0.802,61.0695,-2.1347,44.8332
0.8021,61.0865,-2.1373,44.8313
0.8022,61.1034,-2.1399,44.8295
0.8023,61.1204,-2.1425,44.8277
0.8024,61.1373,-2.1451,44.826
0.8025,61.1542,-2.1477,44.8242
0.8026,61.1711,-2.1503,44.8225
0.8027,61.1879,-2.153,44.8208
0.8028,61.2047,-2.1556,44.8191
0.8029,61.2215,-2.1583,44.8175
0.803,61.2382,-2.161,44.8159
0.8031,61.2549,-2.1636,44.8143
0.8032,61.2716,-2.1663,44.8127
0.8033,61.2883,-2.169,44.8112
0.8034,61.3049,-2.1717,44.8097
0.8035,61.3215,-2.1745,44.8082
0.8036,61.338,-2.1772,44.8067
0.8037,61.3545,-2.1799,44.8053
0.8038,61.371,-2.1827,44.8038
0.8039,61.3875,-2.1855,44.8024
0.804,61.4039,-2.1882,44.8011
0.8041,61.4203,-2.191,44.7997
0.8042,61.4367,-2.1938,44.7984
0.8043,61.453,-2.1966,44.7971
0.8044,61.4693,-2.1994,44.7959
0.8045,61.4856,-2.2023,44.7947
0.8046,61.5018,-2.2051,44.7934
0.8047,61.5181,-2.2079,44.7923
0.8048,61.5342,-2.2108,44.7911
0.8049,61.5504,-2.2137,44.79
0.805,61.5665,-2.2166,44.7889
0.8051,61.5825,-2.2194,44.7878
0.8052,61.5986,-2.2224,44.7868
0.8053,61.6146,-2.2253,44.7858
0.8054,61.6306,-2.2282,44.7848
0.8055,61.6465,-2.2311,44.7838
0.8056,61.6624,-2.2341,44.7829
0.8057,61.6783,-2.237,44.782
0.8058,61.6941,-2.24,44.7811
0.8059,61.7099,-2.243,44.7803
0.806,61.7257,-2.246,44.7795
0.8061,61.7414,-2.249,44.7787
0.8062,61.7571,-2.252,44.7779
0.8063,61.7727,-2.255,44.7772
0.8064,61.7883,-2.2581,44.7765
0.8065,61.8039,-2.2611,44.7758
0.8066,61.8195,-2.2642,44.7752
0.8067,61.835,-2.2673,44.7746
0.8068,61.8505,-2.2703,44.774
0.8069,61.8659,-2.2734,44.7735
0.807,61.8813,-2.2765,44.7729
0.8071,61.8967,-2.2797,44.7725
0.8072,61.912,-2.2828,44.772
0.8073,61.9272,-2.2859,44.7716
0.8074,61.9425,-2.2891,44.7712
0.8075,61.9577,-2.2922,44.7708
0.8076,61.9728,-2.2954,44.7705
0.8077,61.988,-2.2985,44.7702
0.8078,62.003,-2.3017,44.7699
0.8079,62.0181,-2.3049,44.7697
0.808,62.0331,-2.3081,44.7695
0.8081,62.048,-2.3113,44.7693
0.8082,62.0629,-2.3146,44.7692
0.8083,62.0778,-2.3178,44.7691
0.8084,62.0926,-2.321,44.769
0.8085,62.1074,-2.3243,44.769
0.8086,62.1221,-2.3276,44.769
0.8087,62.1367,-2.3308,44.769
0.8088,62.1514,-2.3341,44.769
0.8089,62.1659,-2.3374,44.7691
0.809,62.1805,-2.3407,44.7692
0.8091,62.1949,-2.344,44.7694
0.8092,62.2094,-2.3473,44.7696
0.8093,62.2237,-2.3506,44.7698
0.8094,62.2381,-2.354,44.77
0.8095,62.2523,-2.3573,44.7703
0.8096,62.2666,-2.3607,44.7706
0.8097,62.2807,-2.364,44.771
0.8098,62.2948,-2.3674,44.7713
0.8099,62.3089,-2.3707,44.7718
0.81,62.3229,-2.3741,44.7722
0.8101,62.3368,-2.3775,44.7727
0.8102,62.3507,-2.3809,44.7732
0.8103,62.3645,-2.3843,44.7737
0.8104,62.3783,-2.3877,44.7743
0.8105,62.392,-2.3912,44.7749
0.8106,62.4056,-2.3946,44.7755
0.8107,62.4192,-2.398,44.7762
0.8108,62.4327,-2.4015,44.7769
0.8109,62.4461,-2.4049,44.7776
0.811,62.4595,-2.4084,44.7784
0.8111,62.4729,-2.4119,44.7792
