时间/s,基波幅值(有效值)/V,基波相角/rad, ,谐波频率/Hz,谐波幅值(有效值)/V
0.4976,70.5619,1.5731,,,
0.4977,70.5644,1.5728,,,
0.4978,70.5668,1.5725,,,
0.4979,70.5692,1.5722,,,
0.498,70.5715,1.5719,,,
0.4981,70.5738,1.5716,,,
0.4982,70.576,1.5713,,,
0.4983,70.5782,1.5709,,,
0.4984,70.5803,1.5706,,,
0.4985,70.5823,1.5703,,,
0.4986,70.5843,1.57,,,
0.4987,70.5863,1.5696,,,
0.4988,70.5882,1.5693,,,
0.4989,70.59,1.5689,,,
0.499,70.5918,1.5686,,,
0.4991,70.5936,1.5682,,,
0.4992,70.5953,1.5679,,,
0.4993,70.597,1.5675,,,
0.4994,70.5987,1.5671,,,
0.4995,70.6003,1.5668,,,
0.4996,70.6019,1.5664,,,
0.4997,70.6034,1.566,,,
0.4998,70.6049,1.5656,,,
0.4999,70.6064,1.5652,,,
0.5,70.6079,1.5648,,,
0.5001,70.6093,1.5644,,,
0.5002,70.6108,1.564,,,
0.5003,70.6122,1.5635,,,
0.5004,70.6135,1.5631,,,
0.5005,70.6149,1.5627,,,
0.5006,70.6162,1.5622,,,
0.5007,70.6175,1.5618,,,
0.5008,70.6189,1.5614,,,
0.5009,70.6201,1.5609,,,
0.501,70.6214,1.5604,,,
0.5011,70.6227,1.56,,,
0.5012,70.624,1.5595,,,
0.5013,70.6253,1.559,,,
0.5014,70.6265,1.5585,,,
0.5015,70.6278,1.558,,,
0.5016,70.629,1.5576,,,
0.5017,70.6303,1.5571,,,
0.5018,70.6316,1.5566,,,
0.5019,70.6328,1.5561,,,
0.502,70.6341,1.5555,,,
0.5021,70.6354,1.555,,,
0.5022,70.6367,1.5545,,,
0.5023,70.638,1.554,,,
0.5024,70.6393,1.5535,,,
0.5025,70.6407,1.5529,,,
0.5026,70.642,1.5524,,,
0.5027,70.6434,1.5519,,,
0.5028,70.6448,1.5513,,,
0.5029,70.6462,1.5508,,,
0.503,70.6476,1.5503,,,
0.5031,70.6491,1.5497,,,
0.5032,70.6505,1.5492,,,
0.5033,70.652,1.5486,,,
0.5034,70.6535,1.5481,,,
0.5035,70.6551,1.5475,,,
0.5036,70.6567,1.547,,,
0.5037,70.6583,1.5464,,,
0.5038,70.6599,1.5459,,,
0.5039,70.6616,1.5453,,,
0.504,70.6633,1.5448,,,
0.5041,70.665,1.5442,,,
0.5042,70.6668,1.5437,,,
0.5043,70.6686,1.5431,,,
0.5044,70.6705,1.5426,,,
0.5045,70.6723,1.542,,,
0.5046,70.6742,1.5415,,,
0.5047,70.6762,1.5409,,,
0.5048,70.6782,1.5404,,,
0.5049,70.6802,1.5398,,,
0.505,70.6823,1.5393,,,
0.5051,70.6843,1.5387,,,
0.5052,70.6865,1.5382,,,
0.5053,70.6887,1.5377,,,
0.5054,70.6909,1.5371,,,
0.5055,70.6931,1.5366,,,
0.5056,70.6954,1.536,,,
0.5057,70.6977,1.5355,,,
0.5058,70.7001,1.5349,,,
0.5059,70.7025,1.5344,,,
0.506,70.7049,1.5339,,,
0.5061,70.7073,1.5333,,,
0.5062,70.7098,1.5328,,,
0.5063,70.7124,1.5323,,,
0.5064,70.7149,1.5317,,,
0.5065,70.7175,1.5312,,,
0.5066,70.7202,1.5307,,,
0.5067,70.7228,1.5302,,,
0.5068,70.7255,1.5296,,,
0.5069,70.7282,1.5291,,,
0.507,70.731,1.5286,,,
0.5071,70.7338,1.5281,,,
0.5072,70.7366,1.5276,,,
0.5073,70.7394,1.527,,,
0.5074,70.7422,1.5265,,,
0.5075,70.7451,1.526,,,
0.5076,70.748,1.5255,,,
0.5077,70.7509,1.525,,,
0.5078,70.7538,1.5244,,,
0.5079,70.7568,1.5239,,,
0.508,70.7598,1.5234,,,
0.5081,70.7627,1.5229,,,
0.5082,70.7657,1.5224,,,
0.5083,70.7688,1.5218,,,
0.5084,70.7718,1.5213,,,
0.5085,70.7748,1.5208,,,
0.5086,70.7779,1.5203,,,
0.5087,70.7809,1.5197,,,
0.5088,70.784,1.5192,,,
0.5089,70.787,1.5187,,,
0.509,70.7901,1.5182,,,
0.5091,70.7931,1.5176,,,
0.5092,70.7962,1.5171,,,
0.5093,70.7993,1.5166,,,
0.5094,70.8023,1.516,,,
0.5095,70.8054,1.5155,,,
0.5096,70.8085,1.5149,,,
0.5097,70.8115,1.5144,,,
0.5098,70.8146,1.5138,,,
0.5099,70.8176,1.5133,,,
0.51,70.8206,1.5127,,,
0.5101,70.8237,1.5122,,,
0.5102,70.8267,1.5116,,,
0.5103,70.8297,1.511,,,
0.5104,70.8327,1.5105,,,
0.5105,70.8356,1.5099,,,
0.5106,70.8386,1.5093,,,
0.5107,70.8416,1.5087,,,
0.5108,70.8445,1.5081,,,
0.5109,70.8474,1.5075,,,
0.511,70.8503,1.507,,,
0.5111,70.8532,1.5064,,,
0.5112,70.8561,1.5057,,,
0.5113,70.8589,1.5051,,,
0.5114,70.8618,1.5045,,,
0.5115,70.8646,1.5039,,,
0.5116,70.8674,1.5033,,,
0.5117,70.8702,1.5027,,,
0.5118,70.8729,1.502,,,
0.5119,70.8757,1.5014,,,
0.512,70.8784,1.5008,,,
0.5121,70.8811,1.5001,,,
0.5122,70.8838,1.4995,,,
0.5123,70.8864,1.4989,,,
0.5124,70.8891,1.4982,,,
0.5125,70.8917,1.4976,,,
0.5126,70.8943,1.4969,,,
0.5127,70.8969,1.4962,,,
0.5128,70.8995,1.4956,,,
0.5129,70.902,1.4949,,,
0.513,70.9045,1.4942,,,
0.5131,70.907,1.4936,,,
0.5132,70.9095,1.4929,,,
0.5133,70.912,1.4922,,,
0.5134,70.9145,1.4915,,,
0.5135,70.9169,1.4909,,,
0.5136,70.9193,1.4902,,,
0.5137,70.9217,1.4895,,,
0.5138,70.9241,1.4888,,,
0.5139,70.9265,1.4881,,,
0.514,70.9288,1.4875,,,
0.5141,70.9311,1.4868,,,
0.5142,70.9334,1.4861,,,
0.5143,70.9357,1.4854,,,
0.5144,70.938,1.4847,,,
0.5145,70.9403,1.484,,,
0.5146,70.9426,1.4833,,,
0.5147,70.9448,1.4826,,,
0.5148,70.947,1.482,,,
0.5149,70.9492,1.4813,,,
0.515,70.9514,1.4806,,,
0.5151,70.9536,1.4799,,,
0.5152,70.9558,1.4792,,,
0.5153,70.9579,1.4785,,,
0.5154,70.9601,1.4779,,,
0.5155,70.9622,1.4772,,,
0.5156,70.9643,1.4765,,,
0.5157,70.9664,1.4758,,,
0.5158,70.9685,1.4751,,,
0.5159,70.9705,1.4745,,,
0.516,70.9726,1.4738,,,
0.5161,70.9746,1.4731,,,
0.5162,70.9766,1.4725,,,
0.5163,70.9786,1.4718,,,
0.5164,70.9806,1.4711,,,
0.5165,70.9825,1.4705,,,
0.5166,70.9845,1.4698,,,
0.5167,70.9864,1.4692,,,
0.5168,70.9883,1.4685,,,
0.5169,70.9902,1.4679,,,
0.517,70.9921,1.4672,,,
0.5171,70.9939,1.4666,,,
0.5172,70.9958,1.4659,,,
0.5173,70.9976,1.4653,,,
0.5174,70.9994,1.4647,,,
0.5175,71.0011,1.464,,,
0.5176,71.0028,1.4634,,,
0.5177,71.0046,1.4628,,,
0.5178,71.0062,1.4621,,,
0.5179,71.0079,1.4615,,,
0.518,71.0095,1.4609,,,
0.5181,71.0111,1.4603,,,
0.5182,71.0127,1.4596,,,
0.5183,71.0142,1.459,,,
0.5184,71.0157,1.4584,,,
0.5185,71.0172,1.4578,,,
0.5186,71.0187,1.4572,,,
0.5187,71.0201,1.4565,,,
0.5188,71.0215,1.4559,,,
0.5189,71.0228,1.4553,,,
0.519,71.0241,1.4547,,,
0.5191,71.0254,1.4541,,,
0.5192,71.0266,1.4535,,,
0.5193,71.0278,1.4529,,,
0.5194,71.029,1.4523,,,
0.5195,71.0301,1.4517,,,
0.5196,71.0312,1.451,,,
0.5197,71.0322,1.4504,,,
0.5198,71.0332,1.4498,,,
0.5199,71.0342,1.4492,,,
0.52,71.0351,1.4486,,,
0.5201,71.036,1.448,,,
0.5202,71.0368,1.4474,,,
0.5203,71.0376,1.4467,,,
0.5204,71.0384,1.4461,,,
0.5205,71.0391,1.4455,,,
0.5206,71.0397,1.4449,,,
0.5207,71.0403,1.4443,,,
0.5208,71.0409,1.4436,,,
0.5209,71.0414,1.443,,,
0.521,71.0419,1.4424,,,
0.5211,71.0424,1.4417,,,
0.5212,71.0428,1.4411,,,
0.5213,71.0431,1.4405,,,
0.5214,71.0434,1.4399,,,
0.5215,71.0437,1.4392,,,
0.5216,71.0439,1.4386,,,
0.5217,71.0441,1.4379,,,
0.5218,71.0442,1.4373,,,
0.5219,71.0443,1.4367,,,
0.522,71.0444,1.436,,,
0.5221,71.0444,1.4354,,,
0.5222,71.0444,1.4347,,,
0.5223,71.0444,1.4341,,,
0.5224,71.0443,1.4334,,,
0.5225,71.0441,1.4328,,,
0.5226,71.044,1.4321,,,
0.5227,71.0437,1.4315,,,
0.5228,71.0435,1.4308,,,
0.5229,71.0432,1.4302,,,
0.523,71.0429,1.4295,,,
0.5231,71.0426,1.4288,,,
0.5232,71.0422,1.4282,,,
0.5233,71.0418,1.4275,,,
0.5234,71.0414,1.4268,,,
0.5235,71.0409,1.4262,,,
0.5236,71.0404,1.4255,,,
0.5237,71.0399,1.4249,,,
0.5238,71.0394,1.4242,,,
0.5239,71.0388,1.4235,,,
0.524,71.0382,1.4229,,,
0.5241,71.0376,1.4222,,,
0.5242,71.037,1.4215,,,
0.5243,71.0363,1.4209,,,
0.5244,71.0356,1.4202,,,
0.5245,71.035,1.4196,,,
0.5246,71.0343,1.4189,,,
0.5247,71.0335,1.4182,,,
0.5248,71.0328,1.4176,,,
0.5249,71.032,1.4169,,,
0.525,71.0313,1.4163,,,
0.5251,71.0305,1.4156,,,
0.5252,71.0297,1.4149,,,
0.5253,71.0289,1.4143,,,
0.5254,71.0281,1.4136,,,
0.5255,71.0273,1.413,,,
0.5256,71.0264,1.4124,,,
0.5257,71.0256,1.4117,,,
0.5258,71.0248,1.4111,,,
0.5259,71.0239,1.4104,,,
0.526,71.023,1.4098,,,
0.5261,71.0222,1.4092,,,
0.5262,71.0213,1.4085,,,
0.5263,71.0204,1.4079,,,
0.5264,71.0195,1.4073,,,
0.5265,71.0186,1.4066,,,
0.5266,71.0177,1.406,,,
0.5267,71.0168,1.4054,,,
0.5268,71.0159,1.4048,,,
0.5269,71.015,1.4042,,,
0.527,71.0141,1.4036,,,
0.5271,71.0132,1.403,,,
0.5272,71.0122,1.4024,,,
0.5273,71.0113,1.4018,,,
0.5274,71.0104,1.4011,,,
0.5275,71.0094,1.4006,,,
0.5276,71.0085,1.4,,,
0.5277,71.0075,1.3994,,,
0.5278,71.0066,1.3988,,,
0.5279,71.0056,1.3982,,,
0.528,71.0046,1.3976,,,
0.5281,71.0036,1.397,,,
0.5282,71.0026,1.3964,,,
0.5283,71.0016,1.3958,,,
0.5284,71.0006,1.3953,,,
0.5285,70.9996,1.3947,,,
0.5286,70.9986,1.3941,,,
0.5287,70.9975,1.3935,,,
0.5288,70.9965,1.3929,,,
0.5289,70.9954,1.3924,,,
0.529,70.9943,1.3918,,,
0.5291,70.9932,1.3912,,,
0.5292,70.9921,1.3906,,,
0.5293,70.991,1.3901,,,
0.5294,70.9899,1.3895,,,
0.5295,70.9888,1.3889,,,
0.5296,70.9876,1.3883,,,
0.5297,70.9865,1.3877,,,
0.5298,70.9853,1.3872,,,
0.5299,70.9841,1.3866,,,
0.53,70.9829,1.386,,,
0.5301,70.9817,1.3854,,,
0.5302,70.9804,1.3848,,,
0.5303,70.9792,1.3842,,,
0.5304,70.9779,1.3836,,,
0.5305,70.9766,1.383,,,
0.5306,70.9753,1.3824,,,
0.5307,70.974,1.3818,,,
0.5308,70.9726,1.3812,,,
0.5309,70.9713,1.3806,,,
0.531,70.9699,1.38,,,
0.5311,70.9685,1.3794,,,
0.5312,70.9671,1.3788,,,
0.5313,70.9657,1.3782,,,
0.5314,70.9643,1.3776,,,
0.5315,70.9628,1.377,,,
0.5316,70.9614,1.3763,,,
0.5317,70.9599,1.3757,,,
0.5318,70.9584,1.3751,,,
0.5319,70.9569,1.3744,,,
0.532,70.9554,1.3738,,,
0.5321,70.9539,1.3732,,,
0.5322,70.9523,1.3725,,,
0.5323,70.9508,1.3719,,,
0.5324,70.9492,1.3712,,,
0.5325,70.9477,1.3706,,,
0.5326,70.9461,1.3699,,,
0.5327,70.9445,1.3693,,,
0.5328,70.9429,1.3686,,,
0.5329,70.9413,1.3679,,,
0.533,70.9397,1.3673,,,
0.5331,70.9381,1.3666,,,
0.5332,70.9364,1.3659,,,
0.5333,70.9348,1.3652,,,
0.5334,70.9332,1.3645,,,
0.5335,70.9316,1.3639,,,
0.5336,70.9299,1.3632,,,
0.5337,70.9283,1.3625,,,
0.5338,70.9267,1.3618,,,
0.5339,70.9251,1.3611,,,
0.534,70.9234,1.3604,,,
0.5341,70.9218,1.3597,,,
0.5342,70.9202,1.359,,,
0.5343,70.9186,1.3583,,,
0.5344,70.917,1.3576,,,
0.5345,70.9154,1.3569,,,
0.5346,70.9138,1.3562,,,
0.5347,70.9123,1.3555,,,
0.5348,70.9107,1.3549,,,
0.5349,70.9091,1.3542,,,
0.535,70.9076,1.3535,,,
0.5351,70.906,1.3528,,,
0.5352,70.9045,1.3521,,,
0.5353,70.903,1.3514,,,
0.5354,70.9015,1.3507,,,
0.5355,70.9,1.35,,,
0.5356,70.8986,1.3493,,,
0.5357,70.8971,1.3486,,,
0.5358,70.8957,1.3479,,,
0.5359,70.8943,1.3472,,,
0.536,70.8929,1.3465,,,
0.5361,70.8915,1.3458,,,
0.5362,70.8901,1.3451,,,
0.5363,70.8887,1.3444,,,
0.5364,70.8874,1.3437,,,
0.5365,70.8861,1.3431,,,
0.5366,70.8848,1.3424,,,
0.5367,70.8835,1.3417,,,
0.5368,70.8822,1.341,,,
0.5369,70.881,1.3403,,,
0.537,70.8798,1.3397,,,
0.5371,70.8785,1.339,,,
0.5372,70.8773,1.3383,,,
0.5373,70.8762,1.3377,,,
0.5374,70.875,1.337,,,
0.5375,70.8739,1.3363,,,
0.5376,70.8727,1.3357,,,
0.5377,70.8716,1.335,,,
0.5378,70.8705,1.3343,,,
0.5379,70.8694,1.3337,,,
0.538,70.8683,1.333,,,
0.5381,70.8673,1.3324,,,
0.5382,70.8662,1.3317,,,
0.5383,70.8652,1.3311,,,
0.5384,70.8641,1.3304,,,
0.5385,70.8631,1.3298,,,
0.5386,70.8621,1.3291,,,
0.5387,70.8611,1.3285,,,
0.5388,70.8601,1.3278,,,
0.5389,70.8591,1.3272,,,
0.539,70.8581,1.3265,,,
0.5391,70.8571,1.3259,,,
0.5392,70.8562,1.3252,,,
0.5393,70.8552,1.3246,,,
0.5394,70.8542,1.3239,,,
0.5395,70.8532,1.3233,,,
0.5396,70.8523,1.3226,,,
0.5397,70.8513,1.322,,,
0.5398,70.8503,1.3213,,,
0.5399,70.8494,1.3207,,,
0.54,70.8484,1.32,,,
0.5401,70.8474,1.3193,,,
0.5402,70.8465,1.3187,,,
0.5403,70.8455,1.318,,,
0.5404,70.8445,1.3174,,,
0.5405,70.8435,1.3167,,,
0.5406,70.8425,1.316,,,
0.5407,70.8415,1.3154,,,
0.5408,70.8405,1.3147,,,
0.5409,70.8395,1.314,,,
0.541,70.8385,1.3134,,,
0.5411,70.8375,1.3127,,,
0.5412,70.8364,1.312,,,
0.5413,70.8354,1.3113,,,
0.5414,70.8343,1.3106,,,
0.5415,70.8333,1.31,,,
0.5416,70.8322,1.3093,,,
0.5417,70.8311,1.3086,,,
0.5418,70.83,1.3079,,,
0.5419,70.8289,1.3072,,,
0.542,70.8278,1.3065,,,
0.5421,70.8267,1.3058,,,
0.5422,70.8256,1.3051,,,
0.5423,70.8245,1.3044,,,
0.5424,70.8233,1.3037,,,
0.5425,70.8222,1.3029,,,
0.5426,70.821,1.3022,,,
0.5427,70.8199,1.3015,,,
0.5428,70.8187,1.3008,,,
0.5429,70.8175,1.3001,,,
0.543,70.8163,1.2993,,,
0.5431,70.8151,1.2986,,,
0.5432,70.8139,1.2979,,,
0.5433,70.8128,1.2972,,,
0.5434,70.8116,1.2964,,,
0.5435,70.8103,1.2957,,,
0.5436,70.8091,1.2949,,,
0.5437,70.8079,1.2942,,,
0.5438,70.8067,1.2935,,,
0.5439,70.8055,1.2927,,,
0.544,70.8043,1.292,,,
0.5441,70.8031,1.2913,,,
0.5442,70.8019,1.2905,,,
0.5443,70.8007,1.2898,,,
0.5444,70.7994,1.289,,,
0.5445,70.7982,1.2883,,,
0.5446,70.797,1.2876,,,
0.5447,70.7958,1.2868,,,
0.5448,70.7947,1.2861,,,
0.5449,70.7935,1.2854,,,
0.545,70.7923,1.2846,,,
0.5451,70.7911,1.2839,,,
0.5452,70.7899,1.2832,,,
0.5453,70.7888,1.2824,,,
0.5454,70.7876,1.2817,,,
0.5455,70.7865,1.281,,,
0.5456,70.7853,1.2802,,,
0.5457,70.7842,1.2795,,,
0.5458,70.7831,1.2788,,,
0.5459,70.782,1.2781,,,
0.546,70.7809,1.2774,,,
0.5461,70.7798,1.2767,,,
0.5462,70.7788,1.2759,,,
0.5463,70.7777,1.2752,,,
0.5464,70.7766,1.2745,,,
0.5465,70.7756,1.2738,,,
0.5466,70.7746,1.2731,,,
0.5467,70.7736,1.2724,,,
0.5468,70.7726,1.2718,,,
0.5469,70.7716,1.2711,,,
0.547,70.7706,1.2704,,,
0.5471,70.7696,1.2697,,,
0.5472,70.7687,1.269,,,
0.5473,70.7677,1.2684,,,
0.5474,70.7668,1.2677,,,
0.5475,70.7659,1.267,,,
0.5476,70.765,1.2664,,,
0.5477,70.764,1.2657,,,
0.5478,70.7632,1.2651,,,
0.5479,70.7623,1.2644,,,
0.548,70.7614,1.2638,,,
0.5481,70.7605,1.2631,,,
0.5482,70.7597,1.2625,,,
0.5483,70.7588,1.2618,,,
0.5484,70.7579,1.2612,,,
0.5485,70.7571,1.2606,,,
0.5486,70.7563,1.26,,,
0.5487,70.7554,1.2593,,,
0.5488,70.7546,1.2587,,,
0.5489,70.7538,1.2581,,,
0.549,70.7529,1.2575,,,
0.5491,70.7521,1.2569,,,
0.5492,70.7513,1.2563,,,
0.5493,70.7505,1.2556,,,
0.5494,70.7496,1.255,,,
0.5495,70.7488,1.2544,,,
0.5496,70.748,1.2538,,,
0.5497,70.7472,1.2532,,,
0.5498,70.7463,1.2526,,,
0.5499,70.7455,1.252,,,
0.55,70.7447,1.2514,,,
0.5501,70.7438,1.2508,,,
0.5502,70.743,1.2502,,,
0.5503,70.7421,1.2496,,,
0.5504,70.7412,1.249,,,
0.5505,70.7404,1.2484,,,
0.5506,70.7395,1.2478,,,
0.5507,70.7386,1.2472,,,
0.5508,70.7377,1.2466,,,
0.5509,70.7368,1.246,,,
0.551,70.7359,1.2454,,,
0.5511,70.735,1.2448,,,
0.5512,70.7341,1.2442,,,
0.5513,70.7332,1.2436,,,
0.5514,70.7322,1.243,,,
0.5515,70.7313,1.2424,,,
0.5516,70.7303,1.2418,,,
0.5517,70.7294,1.2412,,,
0.5518,70.7284,1.2406,,,
0.5519,70.7274,1.24,,,
0.552,70.7264,1.2394,,,
0.5521,70.7254,1.2388,,,
0.5522,70.7244,1.2382,,,
0.5523,70.7234,1.2376,,,
0.5524,70.7224,1.2369,,,
0.5525,70.7214,1.2363,,,
0.5526,70.7203,1.2357,,,
0.5527,70.7193,1.2351,,,
0.5528,70.7183,1.2345,,,
0.5529,70.7172,1.2338,,,
0.553,70.7162,1.2332,,,
0.5531,70.7151,1.2326,,,
0.5532,70.7141,1.2319,,,
0.5533,70.713,1.2313,,,
0.5534,70.712,1.2307,,,
0.5535,70.7109,1.2301,,,
0.5536,70.7098,1.2294,,,
0.5537,70.7088,1.2288,,,
0.5538,70.7077,1.2282,,,
0.5539,70.7067,1.2275,,,
0.554,70.7057,1.2269,,,
0.5541,70.7046,1.2262,,,
0.5542,70.7036,1.2256,,,
0.5543,70.7026,1.225,,,
0.5544,70.7015,1.2243,,,
0.5545,70.7005,1.2237,,,
0.5546,70.6995,1.2231,,,
0.5547,70.6986,1.2224,,,
0.5548,70.6976,1.2218,,,
0.5549,70.6966,1.2212,,,
0.555,70.6957,1.2205,,,
0.5551,70.6947,1.2199,,,
0.5552,70.6938,1.2193,,,
0.5553,70.6929,1.2186,,,
0.5554,70.692,1.218,,,
0.5555,70.6912,1.2174,,,
0.5556,70.6903,1.2168,,,
0.5557,70.6895,1.2161,,,
0.5558,70.6887,1.2155,,,
0.5559,70.6879,1.2149,,,
0.556,70.6871,1.2143,,,
0.5561,70.6864,1.2137,,,
0.5562,70.6857,1.2131,,,
0.5563,70.6849,1.2125,,,
0.5564,70.6843,1.2118,,,
0.5565,70.6836,1.2112,,,
0.5566,70.683,1.2106,,,
0.5567,70.6824,1.21,,,
0.5568,70.6818,1.2095,,,
0.5569,70.6812,1.2089,,,
0.557,70.6807,1.2083,,,
0.5571,70.6802,1.2077,,,
0.5572,70.6797,1.2071,,,
0.5573,70.6792,1.2065,,,
0.5574,70.6788,1.206,,,
0.5575,70.6784,1.2054,,,
0.5576,70.678,1.2048,,,
0.5577,70.6776,1.2043,,,
0.5578,70.6773,1.2037,,,
0.5579,70.6769,1.2031,,,
0.558,70.6766,1.2026,,,
0.5581,70.6764,1.202,,,
0.5582,70.6761,1.2015,,,
0.5583,70.6759,1.2009,,,
0.5584,70.6757,1.2004,,,
0.5585,70.6755,1.1998,,,
0.5586,70.6753,1.1993,,,
0.5587,70.6752,1.1988,,,
0.5588,70.6751,1.1982,,,
0.5589,70.675,1.1977,,,
0.559,70.6749,1.1972,,,
0.5591,70.6748,1.1966,,,
0.5592,70.6748,1.1961,,,
0.5593,70.6747,1.1956,,,
0.5594,70.6747,1.1951,,,
0.5595,70.6747,1.1945,,,
0.5596,70.6747,1.194,,,
0.5597,70.6748,1.1935,,,
0.5598,70.6748,1.193,,,
0.5599,70.6748,1.1924,,,
0.56,70.6749,1.1919,,,
0.5601,70.675,1.1914,,,
0.5602,70.6751,1.1909,,,
0.5603,70.6752,1.1903,,,
0.5604,70.6753,1.1898,,,
0.5605,70.6754,1.1893,,,
0.5606,70.6755,1.1887,,,
0.5607,70.6757,1.1882,,,
0.5608,70.6758,1.1877,,,
0.5609,70.676,1.1871,,,
0.561,70.6761,1.1866,,,
0.5611,70.6763,1.1861,,,
0.5612,70.6765,1.1855,,,
0.5613,70.6766,1.185,,,
0.5614,70.6768,1.1844,,,
0.5615,70.677,1.1839,,,
0.5616,70.6772,1.1833,,,
0.5617,70.6774,1.1828,,,
0.5618,70.6776,1.1822,,,
0.5619,70.6778,1.1817,,,
0.562,70.678,1.1811,,,
0.5621,70.6782,1.1805,,,
0.5622,70.6785,1.18,,,
0.5623,70.6787,1.1794,,,
0.5624,70.6789,1.1788,,,
0.5625,70.6792,1.1782,,,
0.5626,70.6794,1.1777,,,
0.5627,70.6796,1.1771,,,
0.5628,70.6799,1.1765,,,
0.5629,70.6802,1.1759,,,
0.563,70.6804,1.1753,,,
0.5631,70.6807,1.1747,,,
0.5632,70.681,1.1741,,,
0.5633,70.6813,1.1735,,,
0.5634,70.6816,1.1729,,,
0.5635,70.6819,1.1723,,,
0.5636,70.6823,1.1717,,,
0.5637,70.6826,1.1711,,,
0.5638,70.6829,1.1705,,,
0.5639,70.6833,1.1699,,,
0.564,70.6837,1.1693,,,
0.5641,70.6841,1.1687,,,
0.5642,70.6845,1.1681,,,
0.5643,70.6849,1.1675,,,
0.5644,70.6853,1.1669,,,
0.5645,70.6858,1.1662,,,
0.5646,70.6862,1.1656,,,
0.5647,70.6867,1.165,,,
0.5648,70.6872,1.1644,,,
0.5649,70.6877,1.1638,,,
0.565,70.6883,1.1631,,,
0.5651,70.6888,1.1625,,,
0.5652,70.6894,1.1619,,,
0.5653,70.69,1.1613,,,
0.5654,70.6906,1.1607,,,
0.5655,70.6913,1.16,,,
0.5656,70.692,1.1594,,,
0.5657,70.6927,1.1588,,,
0.5658,70.6934,1.1582,,,
0.5659,70.6941,1.1576,,,
0.566,70.6949,1.157,,,
0.5661,70.6957,1.1564,,,
0.5662,70.6965,1.1558,,,
0.5663,70.6974,1.1552,,,
0.5664,70.6982,1.1545,,,
0.5665,70.6992,1.1539,,,
0.5666,70.7001,1.1533,,,
0.5667,70.701,1.1527,,,
0.5668,70.702,1.1521,,,
0.5669,70.703,1.1516,,,
0.567,70.7041,1.151,,,
0.5671,70.7052,1.1504,,,
0.5672,70.7063,1.1498,,,
0.5673,70.7074,1.1492,,,
0.5674,70.7085,1.1486,,,
0.5675,70.7097,1.148,,,
0.5676,70.7109,1.1475,,,
0.5677,70.7122,1.1469,,,
0.5678,70.7134,1.1463,,,
0.5679,70.7147,1.1458,,,
0.568,70.716,1.1452,,,
0.5681,70.7174,1.1446,,,
0.5682,70.7187,1.1441,,,
0.5683,70.7201,1.1435,,,
0.5684,70.7215,1.1429,,,
0.5685,70.7229,1.1424,,,
0.5686,70.7244,1.1418,,,
0.5687,70.7259,1.1413,,,
0.5688,70.7273,1.1407,,,
0.5689,70.7289,1.1402,,,
0.569,70.7304,1.1396,,,
0.5691,70.7319,1.1391,,,
0.5692,70.7335,1.1386,,,
0.5693,70.7351,1.138,,,
0.5694,70.7367,1.1375,,,
0.5695,70.7383,1.1369,,,
0.5696,70.7399,1.1364,,,
0.5697,70.7415,1.1359,,,
0.5698,70.7432,1.1353,,,
0.5699,70.7448,1.1348,,,
0.57,70.7465,1.1342,,,
0.5701,70.7482,1.1337,,,
0.5702,70.7499,1.1332,,,
0.5703,70.7516,1.1326,,,
0.5704,70.7533,1.1321,,,
0.5705,70.755,1.1316,,,
0.5706,70.7567,1.131,,,
0.5707,70.7584,1.1305,,,
0.5708,70.7601,1.1299,,,
0.5709,70.7619,1.1294,,,
0.571,70.7636,1.1288,,,
0.5711,70.7653,1.1283,,,
0.5712,70.767,1.1277,,,
0.5713,70.7688,1.1272,,,
0.5714,70.7705,1.1266,,,
0.5715,70.7722,1.1261,,,
0.5716,70.774,1.1255,,,
0.5717,70.7757,1.1249,,,
0.5718,70.7774,1.1244,,,
0.5719,70.7792,1.1238,,,
0.572,70.7809,1.1232,,,
0.5721,70.7826,1.1227,,,
0.5722,70.7844,1.1221,,,
0.5723,70.7861,1.1215,,,
0.5724,70.7878,1.1209,,,
0.5725,70.7895,1.1203,,,
0.5726,70.7912,1.1198,,,
0.5727,70.7929,1.1192,,,
0.5728,70.7947,1.1186,,,
0.5729,70.7964,1.118,,,
0.573,70.7981,1.1174,,,
0.5731,70.7998,1.1168,,,
0.5732,70.8015,1.1162,,,
0.5733,70.8032,1.1156,,,
0.5734,70.8049,1.115,,,
0.5735,70.8066,1.1143,,,
0.5736,70.8083,1.1137,,,
0.5737,70.81,1.1131,,,
0.5738,70.8117,1.1125,,,
0.5739,70.8134,1.1119,,,
0.574,70.8152,1.1112,,,
0.5741,70.8169,1.1106,,,
0.5742,70.8186,1.11,,,
0.5743,70.8203,1.1093,,,
0.5744,70.822,1.1087,,,
0.5745,70.8238,1.1081,,,
0.5746,70.8255,1.1074,,,
0.5747,70.8272,1.1068,,,
0.5748,70.829,1.1061,,,
0.5749,70.8308,1.1055,,,
0.575,70.8325,1.1048,,,
0.5751,70.8343,1.1042,,,
0.5752,70.8361,1.1036,,,
0.5753,70.8379,1.1029,,,
0.5754,70.8397,1.1023,,,
0.5755,70.8415,1.1016,,,
0.5756,70.8433,1.101,,,
0.5757,70.8451,1.1003,,,
0.5758,70.847,1.0997,,,
0.5759,70.8488,1.099,,,
0.576,70.8507,1.0984,,,
0.5761,70.8526,1.0977,,,
0.5762,70.8545,1.0971,,,
