时间(微秒),基波幅值(有效值)/V,基波相角/rad,基波频率/Hz, ,谐波频率/Hz,谐波幅值(有效值)/V
356093.75,59.8804,1.9909,49.9769,,,
356250,59.8802,1.9907,49.9773,,,
356406.25,59.8801,1.9906,49.9776,,,
356562.5,59.88,1.9904,49.978,,,
356718.75,59.8799,1.9903,49.9782,,,
356875,59.8799,1.9902,49.9785,,,
357031.25,59.8798,1.99,49.9787,,,
357187.5,59.8798,1.9899,49.9788,,,
357343.75,59.8798,1.9898,49.9789,,,
357500,59.8798,1.9897,49.9789,,,
357656.25,59.8798,1.9896,49.9789,,,
357812.5,59.8799,1.9896,49.9788,,,
357968.75,59.8799,1.9895,49.9786,,,
358125,59.88,1.9895,49.9785,,,
358281.25,59.8801,1.9894,49.9782,,,
358437.5,59.8802,1.9894,49.9779,,,
358593.75,59.8804,1.9894,49.9776,,,
358750,59.8805,1.9894,49.9772,,,
358906.25,59.8807,1.9894,49.9768,,,
359062.5,59.8809,1.9894,49.9764,,,
359218.75,59.8811,1.9894,49.9759,,,
359375,59.8813,1.9895,49.9754,,,
359531.25,59.8815,1.9895,49.9749,,,
359687.5,59.8817,1.9896,49.9744,,,
359843.75,59.8819,1.9897,49.9739,,,
360000,59.8821,1.9897,49.9733,,,
360156.25,59.8824,1.9898,49.9728,,,
360312.5,59.8826,1.9899,49.9722,,,
360468.75,59.8828,1.99,49.9717,,,
360625,59.883,1.9901,49.9712,,,
360781.25,59.8832,1.9902,49.9707,,,
360937.5,59.8834,1.9903,49.9702,,,
361093.75,59.8835,1.9904,49.9698,,,
361250,59.8837,1.9904,49.9694,,,
361406.25,59.8839,1.9905,49.969,,,
361562.5,59.884,1.9906,49.9687,,,
361718.75,59.8841,1.9907,49.9684,,,
361875,59.8842,1.9908,49.9681,,,
362031.25,59.8843,1.9908,49.9679,,,
362187.5,59.8843,1.9909,49.9678,,,
362343.75,59.8844,1.9909,49.9677,,,
362500,59.8844,1.9909,49.9677,,,
362656.25,59.8844,1.991,49.9677,,,
362812.5,59.8844,1.991,49.9677,,,
362968.75,59.8843,1.991,49.9679,,,
363125,59.8843,1.991,49.968,,,
363281.25,59.8842,1.991,49.9682,,,
363437.5,59.8841,1.9909,49.9685,,,
363593.75,59.884,1.9909,49.9688,,,
363750,59.8839,1.9908,49.9691,,,
363906.25,59.8837,1.9908,49.9695,,,
364062.5,59.8836,1.9907,49.9699,,,
364218.75,59.8834,1.9906,49.9704,,,
364375,59.8832,1.9905,49.9709,,,
364531.25,59.883,1.9904,49.9714,,,
364687.5,59.8828,1.9903,49.9719,,,
364843.75,59.8826,1.9902,49.9724,,,
365000,59.8824,1.99,49.9729,,,
365156.25,59.8822,1.9899,49.9734,,,
365312.5,59.882,1.9897,49.974,,,
365468.75,59.8818,1.9896,49.9745,,,
365625,59.8816,1.9895,49.975,,,
365781.25,59.8814,1.9893,49.9755,,,
365937.5,59.8812,1.9892,49.9759,,,
366093.75,59.8811,1.989,49.9763,,,
366250,59.8809,1.9889,49.9767,,,
366406.25,59.8808,1.9887,49.9771,,,
366562.5,59.8806,1.9886,49.9774,,,
366718.75,59.8805,1.9884,49.9776,,,
366875,59.8804,1.9883,49.9778,,,
367031.25,59.8803,1.9882,49.978,,,
367187.5,59.8802,1.9881,49.9781,,,
367343.75,59.8802,1.988,49.9782,,,
367500,59.8802,1.9879,49.9782,,,
367656.25,59.8801,1.9878,49.9781,,,
367812.5,59.8801,1.9877,49.978,,,
367968.75,59.8802,1.9877,49.9779,,,
368125,59.8802,1.9876,49.9777,,,
368281.25,59.8803,1.9876,49.9774,,,
368437.5,59.8804,1.9876,49.9771,,,
368593.75,59.8805,1.9876,49.9768,,,
368750,59.8806,1.9876,49.9764,,,
368906.25,59.8807,1.9876,49.9759,,,
369062.5,59.8808,1.9876,49.9755,,,
369218.75,59.881,1.9876,49.975,,,
369375,59.8811,1.9877,49.9745,,,
369531.25,59.8813,1.9877,49.9739,,,
369687.5,59.8814,1.9878,49.9734,,,
369843.75,59.8816,1.9879,49.9728,,,
370000,59.8818,1.9879,49.9723,,,
370156.25,59.882,1.988,49.9717,,,
370312.5,59.8821,1.9881,49.9711,,,
370468.75,59.8823,1.9882,49.9706,,,
370625,59.8824,1.9883,49.97,,,
370781.25,59.8826,1.9884,49.9695,,,
370937.5,59.8827,1.9885,49.969,,,
371093.75,59.8829,1.9886,49.9686,,,
371250,59.883,1.9887,49.9682,,,
371406.25,59.8831,1.9888,49.9678,,,
371562.5,59.8832,1.9888,49.9674,,,
371718.75,59.8832,1.9889,49.9671,,,
371875,59.8833,1.989,49.9668,,,
372031.25,59.8833,1.9891,49.9666,,,
372187.5,59.8833,1.9891,49.9665,,,
372343.75,59.8833,1.9892,49.9664,,,
372500,59.8833,1.9892,49.9663,,,
372656.25,59.8833,1.9892,49.9663,,,
372812.5,59.8832,1.9893,49.9663,,,
372968.75,59.8831,1.9893,49.9664,,,
373125,59.883,1.9893,49.9666,,,
373281.25,59.8829,1.9892,49.9668,,,
373437.5,59.8828,1.9892,49.967,,,
373593.75,59.8826,1.9892,49.9673,,,
373750,59.8824,1.9891,49.9677,,,
373906.25,59.8823,1.989,49.968,,,
374062.5,59.8821,1.989,49.9684,,,
374218.75,59.8819,1.9889,49.9689,,,
374375,59.8817,1.9888,49.9693,,,
374531.25,59.8814,1.9887,49.9698,,,
374687.5,59.8812,1.9886,49.9703,,,
374843.75,59.881,1.9884,49.9708,,,
375000,59.8808,1.9883,49.9714,,,
375156.25,59.8805,1.9882,49.9719,,,
375312.5,59.8803,1.988,49.9724,,,
375468.75,59.8801,1.9879,49.9729,,,
375625,59.8798,1.9877,49.9734,,,
375781.25,59.8796,1.9876,49.9739,,,
375937.5,59.8794,1.9874,49.9743,,,
376093.75,59.8792,1.9873,49.9747,,,
376250,59.879,1.9871,49.9751,,,
376406.25,59.8789,1.987,49.9755,,,
376562.5,59.8787,1.9869,49.9758,,,
376718.75,59.8786,1.9867,49.9761,,,
376875,59.8784,1.9866,49.9763,,,
377031.25,59.8783,1.9865,49.9765,,,
377187.5,59.8783,1.9864,49.9766,,,
377343.75,59.8782,1.9863,49.9766,,,
377500,59.8782,1.9862,49.9767,,,
377656.25,59.8781,1.9861,49.9766,,,
377812.5,59.8781,1.986,49.9765,,,
377968.75,59.8781,1.9859,49.9764,,,
378125,59.8782,1.9859,49.9762,,,
378281.25,59.8782,1.9859,49.9759,,,
378437.5,59.8783,1.9858,49.9756,,,
378593.75,59.8784,1.9858,49.9753,,,
378750,59.8785,1.9858,49.9749,,,
378906.25,59.8786,1.9858,49.9745,,,
379062.5,59.8788,1.9858,49.974,,,
379218.75,59.8789,1.9859,49.9736,,,
379375,59.879,1.9859,49.9731,,,
379531.25,59.8792,1.986,49.9725,,,
379687.5,59.8794,1.986,49.972,,,
379843.75,59.8795,1.9861,49.9714,,,
380000,59.8797,1.9862,49.9709,,,
380156.25,59.8799,1.9863,49.9703,,,
380312.5,59.8801,1.9863,49.9698,,,
380468.75,59.8802,1.9864,49.9692,,,
380625,59.8804,1.9865,49.9687,,,
380781.25,59.8805,1.9866,49.9682,,,
380937.5,59.8807,1.9867,49.9677,,,
381093.75,59.8808,1.9868,49.9672,,,
381250,59.8809,1.9869,49.9668,,,
381406.25,59.881,1.987,49.9664,,,
381562.5,59.8811,1.987,49.9661,,,
381718.75,59.8812,1.9871,49.9658,,,
381875,59.8813,1.9872,49.9655,,,
382031.25,59.8813,1.9873,49.9653,,,
382187.5,59.8813,1.9873,49.9652,,,
382343.75,59.8814,1.9874,49.9651,,,
382500,59.8813,1.9874,49.965,,,
382656.25,59.8813,1.9874,49.965,,,
382812.5,59.8813,1.9874,49.9651,,,
382968.75,59.8812,1.9874,49.9652,,,
383125,59.8811,1.9874,49.9653,,,
383281.25,59.881,1.9874,49.9655,,,
383437.5,59.8809,1.9874,49.9658,,,
383593.75,59.8807,1.9873,49.9661,,,
383750,59.8806,1.9873,49.9664,,,
383906.25,59.8804,1.9872,49.9668,,,
384062.5,59.8802,1.9871,49.9672,,,
384218.75,59.88,1.987,49.9677,,,
384375,59.8798,1.9869,49.9681,,,
384531.25,59.8796,1.9868,49.9686,,,
384687.5,59.8794,1.9867,49.9691,,,
384843.75,59.8792,1.9866,49.9697,,,
385000,59.879,1.9865,49.9702,,,
385156.25,59.8788,1.9863,49.9707,,,
385312.5,59.8786,1.9862,49.9712,,,
385468.75,59.8784,1.986,49.9718,,,
385625,59.8782,1.9859,49.9723,,,
385781.25,59.878,1.9857,49.9728,,,
385937.5,59.8778,1.9856,49.9732,,,
386093.75,59.8776,1.9854,49.9736,,,
386250,59.8774,1.9853,49.974,,,
386406.25,59.8773,1.9851,49.9744,,,
386562.5,59.8772,1.985,49.9747,,,
386718.75,59.877,1.9848,49.975,,,
386875,59.8769,1.9847,49.9752,,,
387031.25,59.8769,1.9846,49.9754,,,
387187.5,59.8768,1.9845,49.9756,,,
387343.75,59.8768,1.9844,49.9756,,,
387500,59.8767,1.9843,49.9757,,,
387656.25,59.8767,1.9842,49.9756,,,
387812.5,59.8768,1.9841,49.9756,,,
387968.75,59.8768,1.984,49.9754,,,
388125,59.8769,1.984,49.9752,,,
388281.25,59.877,1.9839,49.975,,,
388437.5,59.8771,1.9839,49.9747,,,
388593.75,59.8772,1.9839,49.9744,,,
388750,59.8773,1.9839,49.974,,,
388906.25,59.8775,1.9839,49.9736,,,
389062.5,59.8776,1.9839,49.9732,,,
389218.75,59.8778,1.9839,49.9728,,,
389375,59.878,1.984,49.9723,,,
389531.25,59.8782,1.984,49.9718,,,
389687.5,59.8784,1.9841,49.9712,,,
389843.75,59.8786,1.9841,49.9707,,,
390000,59.8789,1.9842,49.9702,,,
390156.25,59.8791,1.9843,49.9697,,,
390312.5,59.8793,1.9844,49.9691,,,
390468.75,59.8795,1.9844,49.9686,,,
390625,59.8797,1.9845,49.9681,,,
390781.25,59.8799,1.9846,49.9676,,,
390937.5,59.8801,1.9847,49.9672,,,
391093.75,59.8803,1.9848,49.9668,,,
391250,59.8805,1.9849,49.9664,,,
391406.25,59.8806,1.9849,49.966,,,
391562.5,59.8808,1.985,49.9657,,,
391718.75,59.8809,1.9851,49.9655,,,
391875,59.881,1.9852,49.9652,,,
392031.25,59.8811,1.9852,49.9651,,,
392187.5,59.8812,1.9853,49.9649,,,
392343.75,59.8813,1.9853,49.9649,,,
392500,59.8813,1.9853,49.9649,,,
392656.25,59.8813,1.9853,49.9649,,,
392812.5,59.8813,1.9853,49.965,,,
392968.75,59.8813,1.9853,49.9652,,,
393125,59.8813,1.9853,49.9654,,,
393281.25,59.8813,1.9853,49.9656,,,
393437.5,59.8812,1.9853,49.9659,,,
393593.75,59.8811,1.9852,49.9663,,,
393750,59.881,1.9851,49.9667,,,
393906.25,59.8809,1.9851,49.9671,,,
394062.5,59.8808,1.985,49.9675,,,
394218.75,59.8807,1.9849,49.968,,,
394375,59.8805,1.9848,49.9686,,,
394531.25,59.8804,1.9847,49.9691,,,
394687.5,59.8803,1.9845,49.9697,,,
394843.75,59.8801,1.9844,49.9703,,,
395000,59.8799,1.9843,49.9708,,,
395156.25,59.8798,1.9841,49.9714,,,
395312.5,59.8796,1.984,49.972,,,
395468.75,59.8795,1.9838,49.9726,,,
395625,59.8793,1.9836,49.9731,,,
395781.25,59.8792,1.9835,49.9737,,,
395937.5,59.8791,1.9833,49.9742,,,
396093.75,59.8789,1.9831,49.9747,,,
396250,59.8788,1.983,49.9752,,,
396406.25,59.8787,1.9828,49.9756,,,
396562.5,59.8786,1.9827,49.976,,,
396718.75,59.8786,1.9825,49.9763,,,
396875,59.8785,1.9824,49.9766,,,
397031.25,59.8785,1.9822,49.9769,,,
397187.5,59.8785,1.9821,49.977,,,
397343.75,59.8785,1.982,49.9772,,,
397500,59.8785,1.9819,49.9773,,,
397656.25,59.8785,1.9818,49.9773,,,
397812.5,59.8786,1.9817,49.9773,,,
397968.75,59.8787,1.9816,49.9772,,,
398125,59.8787,1.9816,49.9771,,,
398281.25,59.8789,1.9815,49.9769,,,
398437.5,59.879,1.9815,49.9767,,,
398593.75,59.8791,1.9814,49.9764,,,
398750,59.8793,1.9814,49.9761,,,
398906.25,59.8794,1.9814,49.9758,,,
399062.5,59.8796,1.9814,49.9754,,,
399218.75,59.8798,1.9815,49.975,,,
399375,59.88,1.9815,49.9745,,,
399531.25,59.8802,1.9815,49.9741,,,
399687.5,59.8804,1.9816,49.9736,,,
399843.75,59.8806,1.9816,49.9731,,,
400000,59.8808,1.9817,49.9726,,,
400156.25,59.881,1.9817,49.9721,,,
400312.5,59.8812,1.9818,49.9716,,,
400468.75,59.8814,1.9819,49.9711,,,
400625,59.8816,1.982,49.9707,,,
400781.25,59.8817,1.9821,49.9702,,,
400937.5,59.8819,1.9821,49.9698,,,
401093.75,59.882,1.9822,49.9694,,,
401250,59.8822,1.9823,49.969,,,
401406.25,59.8823,1.9824,49.9687,,,
401562.5,59.8824,1.9824,49.9684,,,
401718.75,59.8825,1.9825,49.9681,,,
401875,59.8825,1.9826,49.9679,,,
402031.25,59.8825,1.9826,49.9678,,,
402187.5,59.8826,1.9827,49.9677,,,
402343.75,59.8825,1.9827,49.9676,,,
402500,59.8825,1.9827,49.9676,,,
402656.25,59.8825,1.9828,49.9676,,,
402812.5,59.8824,1.9828,49.9677,,,
402968.75,59.8823,1.9828,49.9679,,,
403125,59.8821,1.9828,49.968,,,
403281.25,59.882,1.9827,49.9683,,,
403437.5,59.8818,1.9827,49.9686,,,
403593.75,59.8817,1.9826,49.9689,,,
403750,59.8814,1.9826,49.9693,,,
403906.25,59.8812,1.9825,49.9697,,,
404062.5,59.881,1.9824,49.9701,,,
404218.75,59.8807,1.9823,49.9706,,,
404375,59.8805,1.9822,49.971,,,
404531.25,59.8802,1.9821,49.9716,,,
404687.5,59.8799,1.982,49.9721,,,
404843.75,59.8796,1.9819,49.9726,,,
405000,59.8793,1.9817,49.9732,,,
405156.25,59.879,1.9816,49.9737,,,
405312.5,59.8787,1.9815,49.9742,,,
405468.75,59.8784,1.9813,49.9748,,,
405625,59.8781,1.9812,49.9753,,,
405781.25,59.8778,1.981,49.9758,,,
405937.5,59.8775,1.9809,49.9762,,,
406093.75,59.8772,1.9807,49.9767,,,
406250,59.8769,1.9806,49.9771,,,
406406.25,59.8766,1.9804,49.9774,,,
406562.5,59.8764,1.9803,49.9778,,,
406718.75,59.8761,1.9801,49.978,,,
406875,59.8759,1.98,49.9783,,,
407031.25,59.8757,1.9799,49.9784,,,
407187.5,59.8755,1.9798,49.9786,,,
407343.75,59.8753,1.9797,49.9786,,,
407500,59.8751,1.9796,49.9786,,,
407656.25,59.875,1.9795,49.9786,,,
407812.5,59.8748,1.9794,49.9785,,,
407968.75,59.8747,1.9793,49.9783,,,
408125,59.8746,1.9793,49.9781,,,
408281.25,59.8746,1.9793,49.9779,,,
408437.5,59.8745,1.9792,49.9776,,,
408593.75,59.8744,1.9792,49.9772,,,
408750,59.8744,1.9792,49.9768,,,
408906.25,59.8744,1.9792,49.9764,,,
409062.5,59.8744,1.9793,49.9759,,,
409218.75,59.8744,1.9793,49.9754,,,
409375,59.8744,1.9794,49.9749,,,
409531.25,59.8744,1.9794,49.9743,,,
409687.5,59.8744,1.9795,49.9738,,,
409843.75,59.8744,1.9795,49.9732,,,
410000,59.8744,1.9796,49.9726,,,
410156.25,59.8744,1.9797,49.972,,,
410312.5,59.8745,1.9798,49.9714,,,
410468.75,59.8745,1.9799,49.9708,,,
410625,59.8745,1.98,49.9703,,,
410781.25,59.8745,1.9801,49.9697,,,
410937.5,59.8745,1.9802,49.9692,,,
411093.75,59.8744,1.9803,49.9687,,,
411250,59.8744,1.9804,49.9682,,,
411406.25,59.8743,1.9805,49.9678,,,
411562.5,59.8743,1.9806,49.9674,,,
411718.75,59.8742,1.9807,49.9671,,,
411875,59.8741,1.9807,49.9668,,,
412031.25,59.874,1.9808,49.9665,,,
412187.5,59.8738,1.9809,49.9663,,,
412343.75,59.8737,1.9809,49.9661,,,
412500,59.8735,1.981,49.966,,,
412656.25,59.8733,1.981,49.966,,,
412812.5,59.8731,1.981,49.966,,,
412968.75,59.8729,1.981,49.966,,,
413125,59.8726,1.9811,49.9661,,,
413281.25,59.8724,1.981,49.9663,,,
413437.5,59.8721,1.981,49.9665,,,
413593.75,59.8718,1.981,49.9667,,,
413750,59.8715,1.9809,49.967,,,
413906.25,59.8712,1.9809,49.9673,,,
414062.5,59.8708,1.9808,49.9677,,,
414218.75,59.8705,1.9807,49.9681,,,
414375,59.8701,1.9807,49.9685,,,
414531.25,59.8698,1.9806,49.9689,,,
414687.5,59.8694,1.9805,49.9694,,,
414843.75,59.8691,1.9803,49.9698,,,
415000,59.8687,1.9802,49.9703,,,
415156.25,59.8683,1.9801,49.9708,,,
415312.5,59.868,1.98,49.9713,,,
415468.75,59.8676,1.9798,49.9717,,,
415625,59.8673,1.9797,49.9722,,,
415781.25,59.8669,1.9795,49.9726,,,
415937.5,59.8666,1.9794,49.973,,,
416093.75,59.8663,1.9793,49.9734,,,
416250,59.866,1.9791,49.9737,,,
416406.25,59.8657,1.979,49.9741,,,
416562.5,59.8654,1.9789,49.9743,,,
416718.75,59.8651,1.9787,49.9746,,,
416875,59.8649,1.9786,49.9747,,,
417031.25,59.8647,1.9785,49.9749,,,
417187.5,59.8645,1.9784,49.9749,,,
417343.75,59.8643,1.9783,49.975,,,
417500,59.8642,1.9782,49.9749,,,
417656.25,59.8641,1.9781,49.9749,,,
417812.5,59.864,1.978,49.9747,,,
417968.75,59.8639,1.978,49.9746,,,
418125,59.8638,1.978,49.9743,,,
418281.25,59.8638,1.9779,49.974,,,
418437.5,59.8638,1.9779,49.9737,,,
418593.75,59.8638,1.9779,49.9733,,,
418750,59.8638,1.9779,49.9729,,,
418906.25,59.8638,1.9779,49.9725,,,
419062.5,59.8639,1.9779,49.972,,,
419218.75,59.864,1.978,49.9714,,,
419375,59.864,1.978,49.9709,,,
419531.25,59.8641,1.9781,49.9703,,,
419687.5,59.8642,1.9781,49.9697,,,
419843.75,59.8643,1.9782,49.9692,,,
420000,59.8645,1.9783,49.9686,,,
420156.25,59.8646,1.9784,49.968,,,
420312.5,59.8647,1.9785,49.9674,,,
420468.75,59.8648,1.9786,49.9668,,,
420625,59.8649,1.9787,49.9662,,,
420781.25,59.865,1.9787,49.9657,,,
420937.5,59.8651,1.9788,49.9651,,,
421093.75,59.8652,1.9789,49.9646,,,
421250,59.8653,1.979,49.9642,,,
421406.25,59.8654,1.9791,49.9637,,,
421562.5,59.8654,1.9792,49.9634,,,
421718.75,59.8655,1.9793,49.963,,,
421875,59.8655,1.9794,49.9627,,,
422031.25,59.8655,1.9794,49.9625,,,
422187.5,59.8656,1.9795,49.9623,,,
422343.75,59.8655,1.9796,49.9621,,,
422500,59.8655,1.9796,49.962,,,
422656.25,59.8655,1.9796,49.962,,,
422812.5,59.8654,1.9796,49.962,,,
422968.75,59.8653,1.9797,49.9621,,,
423125,59.8652,1.9797,49.9622,,,
423281.25,59.8651,1.9796,49.9624,,,
423437.5,59.865,1.9796,49.9626,,,
423593.75,59.8649,1.9796,49.9629,,,
423750,59.8647,1.9795,49.9632,,,
423906.25,59.8645,1.9795,49.9635,,,
424062.5,59.8644,1.9794,49.9639,,,
424218.75,59.8642,1.9793,49.9643,,,
424375,59.864,1.9792,49.9648,,,
424531.25,59.8638,1.9791,49.9652,,,
424687.5,59.8636,1.979,49.9657,,,
424843.75,59.8634,1.9789,49.9662,,,
425000,59.8632,1.9787,49.9667,,,
425156.25,59.863,1.9786,49.9672,,,
425312.5,59.8628,1.9785,49.9678,,,
425468.75,59.8626,1.9783,49.9683,,,
425625,59.8624,1.9782,49.9687,,,
425781.25,59.8623,1.978,49.9692,,,
425937.5,59.8621,1.9779,49.9697,,,
426093.75,59.862,1.9777,49.9701,,,
426250,59.8618,1.9775,49.9705,,,
426406.25,59.8617,1.9774,49.9709,,,
426562.5,59.8616,1.9773,49.9712,,,
426718.75,59.8615,1.9771,49.9714,,,
426875,59.8615,1.977,49.9717,,,
427031.25,59.8614,1.9769,49.9719,,,
427187.5,59.8614,1.9767,49.972,,,
427343.75,59.8614,1.9766,49.9721,,,
427500,59.8614,1.9765,49.9721,,,
427656.25,59.8615,1.9764,49.9721,,,
427812.5,59.8615,1.9764,49.972,,,
427968.75,59.8616,1.9763,49.9719,,,
428125,59.8617,1.9762,49.9717,,,
428281.25,59.8619,1.9762,49.9715,,,
428437.5,59.862,1.9762,49.9712,,,
428593.75,59.8622,1.9761,49.9709,,,
428750,59.8624,1.9761,49.9705,,,
428906.25,59.8626,1.9761,49.9701,,,
429062.5,59.8628,1.9761,49.9697,,,
429218.75,59.863,1.9762,49.9693,,,
429375,59.8633,1.9762,49.9688,,,
429531.25,59.8635,1.9762,49.9683,,,
429687.5,59.8638,1.9763,49.9678,,,
429843.75,59.8641,1.9763,49.9673,,,
430000,59.8643,1.9764,49.9667,,,
430156.25,59.8646,1.9765,49.9662,,,
430312.5,59.8649,1.9765,49.9657,,,
430468.75,59.8652,1.9766,49.9652,,,
430625,59.8654,1.9767,49.9647,,,
430781.25,59.8657,1.9768,49.9642,,,
430937.5,59.866,1.9769,49.9638,,,
431093.75,59.8662,1.9769,49.9633,,,
431250,59.8665,1.977,49.963,,,
431406.25,59.8667,1.9771,49.9626,,,
431562.5,59.8669,1.9772,49.9623,,,
431718.75,59.8671,1.9772,49.9621,,,
431875,59.8673,1.9773,49.9619,,,
432031.25,59.8675,1.9773,49.9617,,,
432187.5,59.8677,1.9774,49.9616,,,
432343.75,59.8678,1.9774,49.9615,,,
432500,59.8679,1.9774,49.9615,,,
432656.25,59.868,1.9775,49.9616,,,
432812.5,59.8681,1.9775,49.9617,,,
432968.75,59.8682,1.9775,49.9618,,,
433125,59.8682,1.9774,49.9621,,,
433281.25,59.8683,1.9774,49.9623,,,
433437.5,59.8683,1.9774,49.9626,,,
433593.75,59.8683,1.9773,49.963,,,
433750,59.8683,1.9772,49.9634,,,
433906.25,59.8683,1.9772,49.9638,,,
434062.5,59.8683,1.9771,49.9643,,,
434218.75,59.8682,1.977,49.9648,,,
434375,59.8682,1.9768,49.9654,,,
434531.25,59.8681,1.9767,49.966,,,
434687.5,59.8681,1.9766,49.9665,,,
434843.75,59.868,1.9764,49.9671,,,
435000,59.8679,1.9763,49.9678,,,
435156.25,59.8679,1.9761,49.9684,,,
435312.5,59.8678,1.976,49.969,,,
435468.75,59.8677,1.9758,49.9696,,,
435625,59.8677,1.9756,49.9702,,,
435781.25,59.8676,1.9755,49.9708,,,
435937.5,59.8676,1.9753,49.9713,,,
436093.75,59.8676,1.9751,49.9719,,,
436250,59.8676,1.975,49.9724,,,
436406.25,59.8676,1.9748,49.9728,,,
436562.5,59.8676,1.9746,49.9732,,,
436718.75,59.8676,1.9745,49.9736,,,
436875,59.8677,1.9743,49.974,,,
437031.25,59.8677,1.9742,49.9743,,,
437187.5,59.8678,1.974,49.9745,,,
437343.75,59.8679,1.9739,49.9747,,,
437500,59.8681,1.9738,49.9748,,,
437656.25,59.8682,1.9737,49.9749,,,
437812.5,59.8684,1.9736,49.9749,,,
437968.75,59.8686,1.9735,49.9749,,,
438125,59.8688,1.9734,49.9748,,,
438281.25,59.869,1.9734,49.9747,,,
438437.5,59.8693,1.9733,49.9745,,,
438593.75,59.8695,1.9733,49.9743,,,
438750,59.8698,1.9732,49.9741,,,
438906.25,59.8701,1.9732,49.9738,,,
439062.5,59.8704,1.9732,49.9734,,,
439218.75,59.8708,1.9732,49.9731,,,
439375,59.8711,1.9732,49.9727,,,
439531.25,59.8714,1.9733,49.9723,,,
439687.5,59.8718,1.9733,49.9719,,,
439843.75,59.8721,1.9733,49.9714,,,
440000,59.8725,1.9734,49.971,,,
440156.25,59.8728,1.9734,49.9706,,,
440312.5,59.8732,1.9735,49.9701,,,
440468.75,59.8735,1.9736,49.9697,,,
440625,59.8738,1.9736,49.9693,,,
440781.25,59.8742,1.9737,49.9689,,,
440937.5,59.8745,1.9738,49.9685,,,
441093.75,59.8748,1.9738,49.9681,,,
441250,59.8751,1.9739,49.9678,,,
441406.25,59.8754,1.974,49.9675,,,
441562.5,59.8757,1.974,49.9673,,,
441718.75,59.8759,1.9741,49.9671,,,
441875,59.8761,1.9741,49.967,,,
442031.25,59.8764,1.9742,49.9668,,,
442187.5,59.8766,1.9742,49.9668,,,
442343.75,59.8767,1.9742,49.9668,,,
442500,59.8769,1.9743,49.9668,,,
442656.25,59.877,1.9743,49.9669,,,
442812.5,59.8771,1.9743,49.9671,,,
442968.75,59.8772,1.9743,49.9673,,,
443125,59.8773,1.9742,49.9675,,,
443281.25,59.8774,1.9742,49.9678,,,
443437.5,59.8774,1.9741,49.9682,,,
443593.75,59.8774,1.9741,49.9686,,,
443750,59.8774,1.974,49.969,,,
443906.25,59.8774,1.9739,49.9695,,,
444062.5,59.8774,1.9738,49.97,,,
444218.75,59.8774,1.9737,49.9705,,,
444375,59.8773,1.9736,49.9711,,,
444531.25,59.8773,1.9735,49.9717,,,
444687.5,59.8772,1.9734,49.9723,,,
444843.75,59.8771,1.9732,49.9729,,,
445000,59.8771,1.9731,49.9735,,,
445156.25,59.877,1.9729,49.9741,,,
445312.5,59.8769,1.9728,49.9747,,,
445468.75,59.8768,1.9726,49.9754,,,
445625,59.8768,1.9724,49.976,,,
445781.25,59.8767,1.9723,49.9765,,,
445937.5,59.8766,1.9721,49.9771,,,
446093.75,59.8766,1.9719,49.9776,,,
446250,59.8765,1.9718,49.9781,,,
446406.25,59.8765,1.9716,49.9786,,,
446562.5,59.8765,1.9715,49.979,,,
446718.75,59.8765,1.9713,49.9793,,,
446875,59.8765,1.9712,49.9797,,,
447031.25,59.8765,1.971,49.9799,,,
447187.5,59.8766,1.9709,49.9801,,,
447343.75,59.8767,1.9708,49.9803,,,
447500,59.8767,1.9707,49.9804,,,
447656.25,59.8769,1.9706,49.9805,,,
447812.5,59.877,1.9705,49.9805,,,
447968.75,59.8771,1.9704,49.9804,,,
448125,59.8773,1.9703,49.9803,,,
448281.25,59.8775,1.9703,49.9802,,,
448437.5,59.8777,1.9702,49.9799,,,
448593.75,59.8779,1.9702,49.9797,,,
448750,59.8781,1.9702,49.9794,,,
448906.25,59.8783,1.9702,49.9791,,,
449062.5,59.8786,1.9702,49.9787,,,
449218.75,59.8789,1.9702,49.9783,,,
449375,59.8791,1.9702,49.9778,,,
449531.25,59.8794,1.9703,49.9774,,,
449687.5,59.8797,1.9703,49.9769,,,
449843.75,59.88,1.9704,49.9764,,,
450000,59.8803,1.9704,49.9759,,,
450156.25,59.8806,1.9705,49.9754,,,
450312.5,59.8808,1.9706,49.975,,,
450468.75,59.8811,1.9707,49.9745,,,
450625,59.8814,1.9707,49.974,,,
450781.25,59.8817,1.9708,49.9735,,,
450937.5,59.8819,1.9709,49.9731,,,
451093.75,59.8822,1.971,49.9727,,,
451250,59.8824,1.9711,49.9723,,,
451406.25,59.8826,1.9712,49.972,,,
451562.5,59.8828,1.9712,49.9717,,,
451718.75,59.883,1.9713,49.9714,,,
451875,59.8832,1.9714,49.9712,,,
452031.25,59.8834,1.9714,49.971,,,
452187.5,59.8835,1.9715,49.9709,,,
452343.75,59.8836,1.9715,49.9709,,,
452500,59.8837,1.9716,49.9708,,,
452656.25,59.8838,1.9716,49.9709,,,
452812.5,59.8838,1.9716,49.971,,,
452968.75,59.8839,1.9716,49.9711,,,
453125,59.8839,1.9716,49.9713,,,
453281.25,59.8839,1.9716,49.9715,,,
453437.5,59.8839,1.9715,49.9718,,,
453593.75,59.8838,1.9715,49.9721,,,
453750,59.8838,1.9714,49.9725,,,
453906.25,59.8837,1.9714,49.9729,,,
