时间(微秒),基波幅值(有效值)/V,基波相角/rad,基波频率/Hz, ,谐波频率/Hz,谐波幅值(有效值)/V
512500,59.8828,1.9608,49.9666,,,
512656.25,59.8828,1.9609,49.9666,,,
512812.5,59.8829,1.9609,49.9666,,,
512968.75,59.8829,1.9609,49.9667,,,
513125,59.8829,1.9609,49.9669,,,
513281.25,59.8828,1.9609,49.9671,,,
513437.5,59.8828,1.9608,49.9674,,,
513593.75,59.8827,1.9608,49.9677,,,
513750,59.8827,1.9608,49.968,,,
513906.25,59.8826,1.9607,49.9684,,,
514062.5,59.8825,1.9606,49.9688,,,
514218.75,59.8824,1.9605,49.9693,,,
514375,59.8823,1.9604,49.9698,,,
514531.25,59.8822,1.9603,49.9703,,,
514687.5,59.882,1.9602,49.9708,,,
514843.75,59.8819,1.9601,49.9714,,,
515000,59.8818,1.9599,49.972,,,
515156.25,59.8817,1.9598,49.9725,,,
515312.5,59.8815,1.9597,49.9731,,,
515468.75,59.8814,1.9595,49.9737,,,
515625,59.8813,1.9594,49.9742,,,
515781.25,59.8812,1.9592,49.9748,,,
515937.5,59.8811,1.959,49.9753,,,
516093.75,59.881,1.9589,49.9758,,,
516250,59.8809,1.9587,49.9762,,,
516406.25,59.8809,1.9586,49.9767,,,
516562.5,59.8808,1.9584,49.977,,,
516718.75,59.8808,1.9583,49.9774,,,
516875,59.8808,1.9581,49.9777,,,
517031.25,59.8808,1.958,49.9779,,,
517187.5,59.8808,1.9579,49.9782,,,
517343.75,59.8809,1.9578,49.9783,,,
517500,59.8809,1.9576,49.9784,,,
517656.25,59.881,1.9575,49.9785,,,
517812.5,59.8811,1.9575,49.9785,,,
517968.75,59.8813,1.9574,49.9784,,,
518125,59.8814,1.9573,49.9783,,,
518281.25,59.8816,1.9573,49.9781,,,
518437.5,59.8818,1.9572,49.9779,,,
518593.75,59.882,1.9572,49.9777,,,
518750,59.8822,1.9572,49.9774,,,
518906.25,59.8825,1.9572,49.9771,,,
519062.5,59.8827,1.9572,49.9767,,,
519218.75,59.883,1.9572,49.9763,,,
519375,59.8833,1.9572,49.9759,,,
519531.25,59.8836,1.9572,49.9754,,,
519687.5,59.8839,1.9573,49.9749,,,
519843.75,59.8842,1.9573,49.9745,,,
520000,59.8845,1.9574,49.974,,,
520156.25,59.8848,1.9575,49.9735,,,
520312.5,59.8851,1.9575,49.973,,,
520468.75,59.8854,1.9576,49.9725,,,
520625,59.8857,1.9577,49.972,,,
520781.25,59.886,1.9578,49.9716,,,
520937.5,59.8863,1.9578,49.9711,,,
521093.75,59.8865,1.9579,49.9707,,,
521250,59.8868,1.958,49.9704,,,
521406.25,59.8871,1.9581,49.97,,,
521562.5,59.8873,1.9582,49.9697,,,
521718.75,59.8875,1.9582,49.9695,,,
521875,59.8877,1.9583,49.9693,,,
522031.25,59.8879,1.9584,49.9691,,,
522187.5,59.888,1.9584,49.969,,,
522343.75,59.8882,1.9584,49.9689,,,
522500,59.8883,1.9585,49.9689,,,
522656.25,59.8884,1.9585,49.9689,,,
522812.5,59.8885,1.9585,49.969,,,
522968.75,59.8886,1.9585,49.9691,,,
523125,59.8886,1.9585,49.9693,,,
523281.25,59.8886,1.9585,49.9696,,,
523437.5,59.8886,1.9584,49.9699,,,
523593.75,59.8886,1.9584,49.9702,,,
523750,59.8886,1.9583,49.9706,,,
523906.25,59.8885,1.9583,49.971,,,
524062.5,59.8885,1.9582,49.9714,,,
524218.75,59.8884,1.9581,49.9719,,,
524375,59.8883,1.958,49.9724,,,
524531.25,59.8882,1.9579,49.973,,,
524687.5,59.8881,1.9578,49.9735,,,
524843.75,59.888,1.9576,49.9741,,,
525000,59.8879,1.9575,49.9747,,,
525156.25,59.8878,1.9574,49.9753,,,
525312.5,59.8877,1.9572,49.9759,,,
525468.75,59.8875,1.9571,49.9764,,,
525625,59.8874,1.9569,49.977,,,
525781.25,59.8873,1.9568,49.9775,,,
525937.5,59.8872,1.9566,49.9781,,,
526093.75,59.8871,1.9564,49.9786,,,
526250,59.887,1.9563,49.979,,,
526406.25,59.8869,1.9561,49.9795,,,
526562.5,59.8869,1.956,49.9798,,,
526718.75,59.8868,1.9558,49.9802,,,
526875,59.8868,1.9557,49.9805,,,
527031.25,59.8868,1.9556,49.9807,,,
527187.5,59.8868,1.9554,49.9809,,,
527343.75,59.8868,1.9553,49.9811,,,
527500,59.8868,1.9552,49.9812,,,
527656.25,59.8869,1.9551,49.9812,,,
527812.5,59.8869,1.955,49.9812,,,
527968.75,59.887,1.955,49.9811,,,
528125,59.8871,1.9549,49.981,,,
528281.25,59.8872,1.9548,49.9808,,,
528437.5,59.8874,1.9548,49.9806,,,
528593.75,59.8875,1.9548,49.9803,,,
528750,59.8877,1.9548,49.98,,,
528906.25,59.8879,1.9548,49.9796,,,
529062.5,59.8881,1.9548,49.9792,,,
529218.75,59.8883,1.9548,49.9788,,,
529375,59.8885,1.9548,49.9784,,,
529531.25,59.8887,1.9549,49.9779,,,
529687.5,59.8889,1.9549,49.9774,,,
529843.75,59.8892,1.955,49.9769,,,
530000,59.8894,1.9551,49.9763,,,
530156.25,59.8896,1.9551,49.9758,,,
530312.5,59.8899,1.9552,49.9753,,,
530468.75,59.8901,1.9553,49.9748,,,
530625,59.8903,1.9554,49.9743,,,
530781.25,59.8905,1.9555,49.9738,,,
530937.5,59.8907,1.9556,49.9733,,,
531093.75,59.8909,1.9556,49.9729,,,
531250,59.8911,1.9557,49.9724,,,
531406.25,59.8912,1.9558,49.9721,,,
531562.5,59.8914,1.9559,49.9717,,,
531718.75,59.8915,1.956,49.9714,,,
531875,59.8916,1.9561,49.9712,,,
532031.25,59.8917,1.9561,49.971,,,
532187.5,59.8918,1.9562,49.9708,,,
532343.75,59.8918,1.9562,49.9707,,,
532500,59.8919,1.9563,49.9706,,,
532656.25,59.8919,1.9563,49.9706,,,
532812.5,59.8919,1.9563,49.9707,,,
532968.75,59.8919,1.9563,49.9708,,,
533125,59.8918,1.9563,49.9709,,,
533281.25,59.8918,1.9563,49.9711,,,
533437.5,59.8917,1.9563,49.9714,,,
533593.75,59.8916,1.9563,49.9716,,,
533750,59.8914,1.9562,49.972,,,
533906.25,59.8913,1.9562,49.9724,,,
534062.5,59.8912,1.9561,49.9728,,,
534218.75,59.891,1.956,49.9732,,,
534375,59.8908,1.9559,49.9737,,,
534531.25,59.8906,1.9558,49.9742,,,
534687.5,59.8904,1.9557,49.9747,,,
534843.75,59.8903,1.9556,49.9752,,,
535000,59.89,1.9555,49.9758,,,
535156.25,59.8898,1.9553,49.9763,,,
535312.5,59.8896,1.9552,49.9768,,,
535468.75,59.8894,1.9551,49.9774,,,
535625,59.8892,1.9549,49.9779,,,
535781.25,59.889,1.9548,49.9784,,,
535937.5,59.8888,1.9546,49.9789,,,
536093.75,59.8887,1.9545,49.9794,,,
536250,59.8885,1.9543,49.9798,,,
536406.25,59.8883,1.9542,49.9802,,,
536562.5,59.8882,1.954,49.9805,,,
536718.75,59.8881,1.9539,49.9809,,,
536875,59.8879,1.9538,49.9811,,,
537031.25,59.8878,1.9536,49.9813,,,
537187.5,59.8878,1.9535,49.9815,,,
537343.75,59.8877,1.9534,49.9816,,,
537500,59.8877,1.9533,49.9817,,,
537656.25,59.8876,1.9532,49.9817,,,
537812.5,59.8876,1.9531,49.9817,,,
537968.75,59.8876,1.9531,49.9816,,,
538125,59.8877,1.953,49.9814,,,
538281.25,59.8877,1.953,49.9812,,,
538437.5,59.8878,1.9529,49.981,,,
538593.75,59.8879,1.9529,49.9807,,,
538750,59.888,1.9529,49.9803,,,
538906.25,59.8881,1.9529,49.9799,,,
539062.5,59.8882,1.9529,49.9795,,,
539218.75,59.8884,1.953,49.9791,,,
539375,59.8885,1.953,49.9786,,,
539531.25,59.8887,1.953,49.9781,,,
539687.5,59.8888,1.9531,49.9775,,,
539843.75,59.889,1.9532,49.977,,,
540000,59.8892,1.9532,49.9765,,,
540156.25,59.8893,1.9533,49.9759,,,
540312.5,59.8895,1.9534,49.9754,,,
540468.75,59.8897,1.9535,49.9748,,,
540625,59.8898,1.9536,49.9743,,,
540781.25,59.89,1.9537,49.9738,,,
540937.5,59.8901,1.9538,49.9733,,,
541093.75,59.8902,1.9539,49.9728,,,
541250,59.8904,1.954,49.9724,,,
541406.25,59.8905,1.954,49.972,,,
541562.5,59.8906,1.9541,49.9716,,,
541718.75,59.8906,1.9542,49.9713,,,
541875,59.8907,1.9543,49.971,,,
542031.25,59.8907,1.9544,49.9707,,,
542187.5,59.8907,1.9544,49.9706,,,
542343.75,59.8907,1.9545,49.9704,,,
542500,59.8907,1.9545,49.9703,,,
542656.25,59.8907,1.9546,49.9703,,,
542812.5,59.8906,1.9546,49.9703,,,
542968.75,59.8905,1.9546,49.9704,,,
543125,59.8904,1.9546,49.9705,,,
543281.25,59.8903,1.9546,49.9707,,,
543437.5,59.8902,1.9546,49.9709,,,
543593.75,59.89,1.9546,49.9712,,,
543750,59.8899,1.9545,49.9715,,,
543906.25,59.8897,1.9545,49.9718,,,
544062.5,59.8895,1.9544,49.9722,,,
544218.75,59.8893,1.9543,49.9726,,,
544375,59.889,1.9542,49.9731,,,
544531.25,59.8888,1.9541,49.9735,,,
544687.5,59.8885,1.954,49.974,,,
544843.75,59.8883,1.9539,49.9745,,,
545000,59.888,1.9538,49.975,,,
545156.25,59.8878,1.9537,49.9756,,,
545312.5,59.8875,1.9535,49.9761,,,
545468.75,59.8873,1.9534,49.9766,,,
545625,59.887,1.9533,49.9771,,,
545781.25,59.8868,1.9531,49.9776,,,
545937.5,59.8865,1.953,49.978,,,
546093.75,59.8863,1.9528,49.9784,,,
546250,59.8861,1.9527,49.9789,,,
546406.25,59.8859,1.9525,49.9792,,,
546562.5,59.8857,1.9524,49.9795,,,
546718.75,59.8855,1.9523,49.9798,,,
546875,59.8853,1.9521,49.9801,,,
547031.25,59.8852,1.952,49.9803,,,
547187.5,59.8851,1.9519,49.9804,,,
547343.75,59.8849,1.9518,49.9805,,,
547500,59.8848,1.9517,49.9805,,,
547656.25,59.8848,1.9516,49.9805,,,
547812.5,59.8847,1.9515,49.9804,,,
547968.75,59.8847,1.9515,49.9803,,,
548125,59.8847,1.9514,49.9801,,,
548281.25,59.8847,1.9514,49.9799,,,
548437.5,59.8847,1.9514,49.9796,,,
548593.75,59.8847,1.9514,49.9793,,,
548750,59.8848,1.9514,49.9789,,,
548906.25,59.8849,1.9514,49.9785,,,
549062.5,59.885,1.9514,49.978,,,
549218.75,59.8851,1.9514,49.9776,,,
549375,59.8852,1.9515,49.977,,,
549531.25,59.8853,1.9515,49.9765,,,
549687.5,59.8854,1.9516,49.976,,,
549843.75,59.8855,1.9516,49.9754,,,
550000,59.8857,1.9517,49.9748,,,
550156.25,59.8858,1.9518,49.9742,,,
550312.5,59.8859,1.9519,49.9737,,,
550468.75,59.8861,1.952,49.9731,,,
550625,59.8862,1.9521,49.9725,,,
550781.25,59.8863,1.9522,49.972,,,
550937.5,59.8864,1.9523,49.9715,,,
551093.75,59.8865,1.9524,49.971,,,
551250,59.8866,1.9525,49.9705,,,
551406.25,59.8867,1.9526,49.9701,,,
551562.5,59.8868,1.9527,49.9697,,,
551718.75,59.8868,1.9527,49.9693,,,
551875,59.8869,1.9528,49.969,,,
552031.25,59.8869,1.9529,49.9687,,,
552187.5,59.8869,1.953,49.9685,,,
552343.75,59.8869,1.953,49.9684,,,
552500,59.8868,1.9531,49.9683,,,
552656.25,59.8868,1.9531,49.9682,,,
552812.5,59.8867,1.9531,49.9682,,,
552968.75,59.8866,1.9532,49.9682,,,
553125,59.8865,1.9532,49.9683,,,
553281.25,59.8864,1.9532,49.9685,,,
553437.5,59.8862,1.9532,49.9687,,,
553593.75,59.886,1.9531,49.9689,,,
553750,59.8859,1.9531,49.9692,,,
553906.25,59.8857,1.953,49.9696,,,
554062.5,59.8855,1.953,49.9699,,,
554218.75,59.8853,1.9529,49.9703,,,
554375,59.885,1.9528,49.9708,,,
554531.25,59.8848,1.9527,49.9712,,,
554687.5,59.8846,1.9526,49.9717,,,
554843.75,59.8843,1.9525,49.9722,,,
555000,59.8841,1.9524,49.9727,,,
555156.25,59.8838,1.9523,49.9732,,,
555312.5,59.8836,1.9521,49.9737,,,
555468.75,59.8833,1.952,49.9742,,,
555625,59.8831,1.9518,49.9747,,,
555781.25,59.8828,1.9517,49.9752,,,
555937.5,59.8826,1.9515,49.9756,,,
556093.75,59.8824,1.9514,49.976,,,
556250,59.8822,1.9513,49.9764,,,
556406.25,59.882,1.9511,49.9768,,,
556562.5,59.8818,1.951,49.9771,,,
556718.75,59.8816,1.9508,49.9774,,,
556875,59.8815,1.9507,49.9776,,,
557031.25,59.8814,1.9506,49.9778,,,
557187.5,59.8813,1.9505,49.978,,,
557343.75,59.8812,1.9504,49.9781,,,
557500,59.8811,1.9503,49.9781,,,
557656.25,59.881,1.9502,49.9781,,,
557812.5,59.881,1.9501,49.978,,,
557968.75,59.881,1.95,49.9779,,,
558125,59.881,1.95,49.9777,,,
558281.25,59.881,1.9499,49.9775,,,
558437.5,59.8811,1.9499,49.9772,,,
558593.75,59.8811,1.9499,49.9769,,,
558750,59.8812,1.9499,49.9765,,,
558906.25,59.8813,1.9499,49.9761,,,
559062.5,59.8814,1.9499,49.9757,,,
559218.75,59.8816,1.9499,49.9752,,,
559375,59.8817,1.95,49.9747,,,
559531.25,59.8818,1.95,49.9742,,,
559687.5,59.882,1.9501,49.9736,,,
559843.75,59.8821,1.9502,49.9731,,,
560000,59.8823,1.9502,49.9725,,,
560156.25,59.8824,1.9503,49.9719,,,
560312.5,59.8826,1.9504,49.9713,,,
560468.75,59.8828,1.9505,49.9708,,,
560625,59.8829,1.9506,49.9702,,,
560781.25,59.8831,1.9507,49.9697,,,
560937.5,59.8832,1.9508,49.9692,,,
561093.75,59.8833,1.9509,49.9687,,,
561250,59.8834,1.951,49.9682,,,
561406.25,59.8835,1.951,49.9678,,,
561562.5,59.8836,1.9511,49.9674,,,
561718.75,59.8837,1.9512,49.967,,,
561875,59.8837,1.9513,49.9667,,,
562031.25,59.8838,1.9514,49.9665,,,
562187.5,59.8838,1.9514,49.9663,,,
562343.75,59.8838,1.9515,49.9661,,,
562500,59.8837,1.9515,49.966,,,
562656.25,59.8837,1.9516,49.9659,,,
562812.5,59.8836,1.9516,49.9659,,,
562968.75,59.8836,1.9516,49.966,,,
563125,59.8835,1.9516,49.9661,,,
563281.25,59.8833,1.9516,49.9662,,,
563437.5,59.8832,1.9516,49.9664,,,
563593.75,59.883,1.9516,49.9667,,,
563750,59.8829,1.9515,49.967,,,
563906.25,59.8827,1.9515,49.9673,,,
564062.5,59.8825,1.9514,49.9677,,,
564218.75,59.8823,1.9513,49.9681,,,
564375,59.882,1.9512,49.9685,,,
564531.25,59.8818,1.9511,49.969,,,
564687.5,59.8816,1.951,49.9694,,,
564843.75,59.8813,1.9509,49.9699,,,
565000,59.881,1.9508,49.9704,,,
565156.25,59.8808,1.9507,49.971,,,
565312.5,59.8805,1.9505,49.9715,,,
565468.75,59.8803,1.9504,49.972,,,
565625,59.88,1.9502,49.9725,,,
565781.25,59.8798,1.9501,49.9729,,,
565937.5,59.8795,1.95,49.9734,,,
566093.75,59.8793,1.9498,49.9738,,,
566250,59.8791,1.9497,49.9742,,,
566406.25,59.8789,1.9495,49.9746,,,
566562.5,59.8787,1.9494,49.9749,,,
566718.75,59.8785,1.9492,49.9752,,,
566875,59.8783,1.9491,49.9755,,,
567031.25,59.8782,1.949,49.9757,,,
567187.5,59.878,1.9489,49.9758,,,
567343.75,59.8779,1.9487,49.9759,,,
567500,59.8778,1.9486,49.9759,,,
567656.25,59.8778,1.9486,49.9759,,,
567812.5,59.8777,1.9485,49.9759,,,
567968.75,59.8777,1.9484,49.9758,,,
568125,59.8777,1.9483,49.9756,,,
568281.25,59.8777,1.9483,49.9754,,,
568437.5,59.8777,1.9483,49.9751,,,
568593.75,59.8777,1.9482,49.9748,,,
568750,59.8778,1.9482,49.9744,,,
568906.25,59.8779,1.9482,49.974,,,
569062.5,59.8779,1.9483,49.9736,,,
569218.75,59.878,1.9483,49.9731,,,
569375,59.8781,1.9483,49.9726,,,
569531.25,59.8783,1.9484,49.9721,,,
569687.5,59.8784,1.9484,49.9716,,,
569843.75,59.8785,1.9485,49.971,,,
570000,59.8786,1.9485,49.9705,,,
570156.25,59.8788,1.9486,49.9699,,,
570312.5,59.8789,1.9487,49.9693,,,
570468.75,59.879,1.9488,49.9688,,,
570625,59.8792,1.9489,49.9682,,,
570781.25,59.8793,1.949,49.9677,,,
570937.5,59.8794,1.9491,49.9672,,,
571093.75,59.8795,1.9491,49.9667,,,
571250,59.8796,1.9492,49.9663,,,
571406.25,59.8797,1.9493,49.9659,,,
571562.5,59.8797,1.9494,49.9655,,,
571718.75,59.8798,1.9495,49.9652,,,
571875,59.8798,1.9496,49.9649,,,
572031.25,59.8799,1.9496,49.9647,,,
572187.5,59.8799,1.9497,49.9645,,,
572343.75,59.8798,1.9497,49.9643,,,
572500,59.8798,1.9498,49.9643,,,
572656.25,59.8797,1.9498,49.9642,,,
572812.5,59.8797,1.9498,49.9642,,,
572968.75,59.8796,1.9498,49.9643,,,
573125,59.8795,1.9498,49.9644,,,
573281.25,59.8793,1.9498,49.9646,,,
573437.5,59.8792,1.9498,49.9648,,,
573593.75,59.879,1.9498,49.9651,,,
573750,59.8789,1.9497,49.9654,,,
573906.25,59.8787,1.9497,49.9658,,,
574062.5,59.8785,1.9496,49.9662,,,
574218.75,59.8782,1.9495,49.9666,,,
574375,59.878,1.9494,49.9671,,,
574531.25,59.8778,1.9493,49.9676,,,
574687.5,59.8775,1.9492,49.9681,,,
574843.75,59.8773,1.9491,49.9686,,,
575000,59.877,1.9489,49.9692,,,
575156.25,59.8768,1.9488,49.9697,,,
575312.5,59.8765,1.9487,49.9703,,,
575468.75,59.8763,1.9485,49.9708,,,
575625,59.876,1.9484,49.9713,,,
575781.25,59.8758,1.9482,49.9719,,,
575937.5,59.8756,1.948,49.9724,,,
576093.75,59.8754,1.9479,49.9728,,,
576250,59.8751,1.9477,49.9733,,,
576406.25,59.875,1.9476,49.9737,,,
576562.5,59.8748,1.9474,49.9741,,,
576718.75,59.8746,1.9473,49.9744,,,
576875,59.8745,1.9471,49.9747,,,
577031.25,59.8743,1.947,49.9749,,,
577187.5,59.8742,1.9469,49.9751,,,
577343.75,59.8741,1.9468,49.9752,,,
577500,59.874,1.9467,49.9753,,,
577656.25,59.874,1.9466,49.9754,,,
577812.5,59.874,1.9465,49.9753,,,
577968.75,59.8739,1.9464,49.9753,,,
578125,59.874,1.9463,49.9751,,,
578281.25,59.874,1.9463,49.975,,,
578437.5,59.874,1.9462,49.9747,,,
578593.75,59.8741,1.9462,49.9745,,,
578750,59.8742,1.9462,49.9742,,,
578906.25,59.8743,1.9462,49.9738,,,
579062.5,59.8744,1.9462,49.9734,,,
579218.75,59.8745,1.9462,49.973,,,
579375,59.8746,1.9462,49.9725,,,
579531.25,59.8748,1.9462,49.972,,,
579687.5,59.8749,1.9463,49.9715,,,
579843.75,59.8751,1.9463,49.971,,,
580000,59.8753,1.9464,49.9705,,,
580156.25,59.8754,1.9465,49.97,,,
580312.5,59.8756,1.9466,49.9694,,,
580468.75,59.8757,1.9466,49.9689,,,
580625,59.8759,1.9467,49.9684,,,
580781.25,59.8761,1.9468,49.9679,,,
580937.5,59.8762,1.9469,49.9674,,,
581093.75,59.8763,1.947,49.967,,,
581250,59.8765,1.947,49.9666,,,
581406.25,59.8766,1.9471,49.9662,,,
581562.5,59.8767,1.9472,49.9658,,,
581718.75,59.8767,1.9473,49.9655,,,
581875,59.8768,1.9474,49.9653,,,
582031.25,59.8769,1.9474,49.965,,,
582187.5,59.8769,1.9475,49.9649,,,
582343.75,59.8769,1.9475,49.9648,,,
582500,59.8769,1.9476,49.9647,,,
582656.25,59.8769,1.9476,49.9647,,,
582812.5,59.8768,1.9476,49.9647,,,
582968.75,59.8767,1.9476,49.9648,,,
583125,59.8767,1.9476,49.9649,,,
583281.25,59.8766,1.9476,49.9651,,,
583437.5,59.8764,1.9476,49.9654,,,
583593.75,59.8763,1.9475,49.9656,,,
583750,59.8762,1.9475,49.966,,,
583906.25,59.876,1.9474,49.9663,,,
584062.5,59.8758,1.9473,49.9668,,,
584218.75,59.8756,1.9472,49.9672,,,
584375,59.8754,1.9472,49.9677,,,
584531.25,59.8752,1.947,49.9682,,,
584687.5,59.875,1.9469,49.9687,,,
584843.75,59.8748,1.9468,49.9692,,,
585000,59.8745,1.9467,49.9697,,,
585156.25,59.8743,1.9465,49.9703,,,
585312.5,59.8741,1.9464,49.9708,,,
585468.75,59.8739,1.9462,49.9714,,,
585625,59.8736,1.9461,49.9719,,,
585781.25,59.8734,1.9459,49.9724,,,
585937.5,59.8732,1.9458,49.9729,,,
586093.75,59.873,1.9456,49.9734,,,
586250,59.8728,1.9455,49.9738,,,
586406.25,59.8726,1.9453,49.9742,,,
586562.5,59.8725,1.9452,49.9746,,,
586718.75,59.8723,1.945,49.9749,,,
586875,59.8722,1.9449,49.9752,,,
587031.25,59.8721,1.9448,49.9754,,,
587187.5,59.872,1.9446,49.9756,,,
587343.75,59.8719,1.9445,49.9758,,,
587500,59.8719,1.9444,49.9758,,,
587656.25,59.8719,1.9443,49.9759,,,
587812.5,59.8718,1.9442,49.9758,,,
587968.75,59.8719,1.9441,49.9758,,,
588125,59.8719,1.9441,49.9756,,,
588281.25,59.8719,1.944,49.9754,,,
588437.5,59.872,1.944,49.9752,,,
588593.75,59.8721,1.944,49.9749,,,
588750,59.8722,1.9439,49.9746,,,
588906.25,59.8723,1.9439,49.9742,,,
589062.5,59.8725,1.9439,49.9738,,,
589218.75,59.8726,1.944,49.9734,,,
589375,59.8728,1.944,49.9729,,,
589531.25,59.8729,1.944,49.9724,,,
589687.5,59.8731,1.9441,49.9719,,,
589843.75,59.8733,1.9441,49.9714,,,
590000,59.8735,1.9442,49.9709,,,
590156.25,59.8737,1.9443,49.9703,,,
590312.5,59.8739,1.9443,49.9698,,,
590468.75,59.8741,1.9444,49.9693,,,
590625,59.8743,1.9445,49.9688,,,
590781.25,59.8745,1.9446,49.9683,,,
590937.5,59.8746,1.9447,49.9678,,,
591093.75,59.8748,1.9448,49.9673,,,
591250,59.875,1.9449,49.9669,,,
591406.25,59.8751,1.9449,49.9665,,,
591562.5,59.8753,1.945,49.9662,,,
591718.75,59.8754,1.9451,49.9659,,,
591875,59.8755,1.9452,49.9656,,,
592031.25,59.8756,1.9452,49.9654,,,
592187.5,59.8757,1.9453,49.9652,,,
592343.75,59.8757,1.9453,49.9651,,,
592500,59.8758,1.9454,49.965,,,
592656.25,59.8758,1.9454,49.965,,,
592812.5,59.8758,1.9454,49.9651,,,
592968.75,59.8758,1.9454,49.9652,,,
593125,59.8757,1.9454,49.9653,,,
593281.25,59.8757,1.9454,49.9655,,,
593437.5,59.8756,1.9454,49.9658,,,
593593.75,59.8755,1.9453,49.9661,,,
593750,59.8754,1.9453,49.9664,,,
593906.25,59.8753,1.9452,49.9668,,,
594062.5,59.8752,1.9451,49.9672,,,
594218.75,59.8751,1.9451,49.9677,,,
594375,59.8749,1.945,49.9682,,,
594531.25,59.8748,1.9448,49.9687,,,
594687.5,59.8746,1.9447,49.9692,,,
594843.75,59.8744,1.9446,49.9698,,,
595000,59.8743,1.9445,49.9703,,,
595156.25,59.8741,1.9443,49.9709,,,
595312.5,59.8739,1.9442,49.9715,,,
595468.75,59.8737,1.944,49.972,,,
595625,59.8736,1.9439,49.9726,,,
595781.25,59.8734,1.9437,49.9732,,,
595937.5,59.8733,1.9436,49.9737,,,
596093.75,59.8731,1.9434,49.9742,,,
596250,59.873,1.9432,49.9747,,,
596406.25,59.8729,1.9431,49.9751,,,
596562.5,59.8728,1.9429,49.9755,,,
596718.75,59.8727,1.9428,49.9759,,,
596875,59.8726,1.9426,49.9762,,,
597031.25,59.8726,1.9425,49.9765,,,
597187.5,59.8725,1.9424,49.9767,,,
597343.75,59.8725,1.9422,49.9769,,,
597500,59.8725,1.9421,49.977,,,
597656.25,59.8725,1.942,49.977,,,
597812.5,59.8726,1.9419,49.977,,,
597968.75,59.8726,1.9418,49.977,,,
598125,59.8727,1.9418,49.9769,,,
598281.25,59.8728,1.9417,49.9768,,,
598437.5,59.8729,1.9417,49.9766,,,
598593.75,59.8731,1.9416,49.9763,,,
598750,59.8732,1.9416,49.9761,,,
598906.25,59.8734,1.9416,49.9757,,,
599062.5,59.8735,1.9416,49.9754,,,
599218.75,59.8737,1.9416,49.975,,,
599375,59.8739,1.9416,49.9746,,,
599531.25,59.8741,1.9417,49.9741,,,
599687.5,59.8743,1.9417,49.9736,,,
599843.75,59.8746,1.9417,49.9731,,,
600000,59.8748,1.9418,49.9727,,,
600156.25,59.875,1.9419,49.9722,,,
600312.5,59.8752,1.9419,49.9717,,,
600468.75,59.8754,1.942,49.9712,,,
600625,59.8756,1.9421,49.9707,,,
600781.25,59.8758,1.9422,49.9702,,,
600937.5,59.876,1.9422,49.9698,,,
601093.75,59.8762,1.9423,49.9693,,,
601250,59.8764,1.9424,49.9689,,,
601406.25,59.8765,1.9425,49.9686,,,
601562.5,59.8767,1.9426,49.9683,,,
601718.75,59.8768,1.9426,49.968,,,
601875,59.8769,1.9427,49.9677,,,
602031.25,59.877,1.9428,49.9675,,,
602187.5,59.877,1.9428,49.9674,,,
602343.75,59.8771,1.9429,49.9673,,,
602500,59.8771,1.9429,49.9672,,,
602656.25,59.8771,1.9429,49.9672,,,
602812.5,59.8771,1.9429,49.9673,,,
602968.75,59.877,1.9429,49.9674,,,
603125,59.8769,1.9429,49.9676,,,
603281.25,59.8769,1.9429,49.9678,,,
603437.5,59.8768,1.9429,49.968,,,
603593.75,59.8766,1.9428,49.9683,,,
603750,59.8765,1.9428,49.9687,,,
603906.25,59.8763,1.9427,49.9691,,,
604062.5,59.8761,1.9427,49.9695,,,
604218.75,59.876,1.9426,49.9699,,,
604375,59.8757,1.9425,49.9704,,,
604531.25,59.8755,1.9424,49.9709,,,
604687.5,59.8753,1.9423,49.9715,,,
604843.75,59.8751,1.9421,49.972,,,
605000,59.8748,1.942,49.9726,,,
605156.25,59.8746,1.9419,49.9731,,,
605312.5,59.8743,1.9417,49.9737,,,
605468.75,59.8741,1.9416,49.9742,,,
605625,59.8738,1.9414,49.9748,,,
605781.25,59.8736,1.9413,49.9753,,,
605937.5,59.8734,1.9411,49.9758,,,
606093.75,59.8731,1.9409,49.9763,,,
606250,59.8729,1.9408,49.9767,,,
606406.25,59.8727,1.9406,49.9772,,,
606562.5,59.8725,1.9405,49.9775,,,
606718.75,59.8723,1.9403,49.9779,,,
606875,59.8721,1.9402,49.9782,,,
607031.25,59.872,1.9401,49.9784,,,
607187.5,59.8718,1.9399,49.9786,,,
607343.75,59.8717,1.9398,49.9787,,,
607500,59.8716,1.9397,49.9788,,,
607656.25,59.8715,1.9396,49.9788,,,
607812.5,59.8714,1.9395,49.9788,,,
607968.75,59.8714,1.9395,49.9787,,,
608125,59.8713,1.9394,49.9786,,,
608281.25,59.8713,1.9394,49.9784,,,
608437.5,59.8713,1.9393,49.9782,,,
608593.75,59.8713,1.9393,49.9779,,,
608750,59.8713,1.9393,49.9775,,,
608906.25,59.8714,1.9393,49.9772,,,
609062.5,59.8715,1.9393,49.9768,,,
609218.75,59.8715,1.9393,49.9763,,,
609375,59.8716,1.9393,49.9758,,,
609531.25,59.8717,1.9394,49.9753,,,
609687.5,59.8718,1.9394,49.9748,,,
609843.75,59.8719,1.9395,49.9743,,,
610000,59.872,1.9396,49.9737,,,
610156.25,59.8721,1.9396,49.9732,,,
610312.5,59.8722,1.9397,49.9726,,,
