时间/s,基波幅值（有效值）/V,基波相角/rad,谐波频率/Hz,谐波幅值（最大值）/V
0.8055,69.3862,1.2224,,
0.8056,69.3862,1.2217,,
0.8057,69.3863,1.2211,,
0.8058,69.3863,1.2205,,
0.8059,69.3863,1.2199,,
0.806,69.3864,1.2193,,
0.8061,69.3864,1.2187,,
0.8062,69.3864,1.218,,
0.8063,69.3864,1.2174,,
0.8064,69.3864,1.2168,,
0.8065,69.3864,1.2162,,
0.8066,69.3863,1.2156,,
0.8067,69.3863,1.2149,,
0.8068,69.3863,1.2143,,
0.8069,69.3862,1.2137,,
0.807,69.3862,1.213,,
0.8071,69.3861,1.2124,,
0.8072,69.3861,1.2118,,
0.8073,69.386,1.2111,,
0.8074,69.386,1.2105,,
0.8075,69.3859,1.2099,,
0.8076,69.3858,1.2092,,
0.8077,69.3857,1.2086,,
0.8078,69.3857,1.2079,,
0.8079,69.3856,1.2073,,
0.808,69.3855,1.2067,,
0.8081,69.3854,1.206,,
0.8082,69.3853,1.2054,,
0.8083,69.3852,1.2047,,
0.8084,69.3851,1.2041,,
0.8085,69.385,1.2034,,
0.8086,69.3849,1.2028,,
0.8087,69.3848,1.2021,,
0.8088,69.3847,1.2015,,
0.8089,69.3846,1.2008,,
0.809,69.3845,1.2002,,
0.8091,69.3844,1.1995,,
0.8092,69.3843,1.1989,,
0.8093,69.3842,1.1982,,
0.8094,69.3842,1.1976,,
0.8095,69.3841,1.1969,,
0.8096,69.384,1.1963,,
0.8097,69.3839,1.1956,,
0.8098,69.3838,1.195,,
0.8099,69.3837,1.1943,,
0.81,69.3837,1.1937,,
0.8101,69.3836,1.193,,
0.8102,69.3835,1.1924,,
0.8103,69.3835,1.1917,,
0.8104,69.3834,1.1911,,
0.8105,69.3834,1.1904,,
0.8106,69.3833,1.1898,,
0.8107,69.3833,1.1891,,
0.8108,69.3832,1.1885,,
0.8109,69.3832,1.1878,,
0.811,69.3832,1.1872,,
0.8111,69.3832,1.1865,,
0.8112,69.3832,1.1859,,
0.8113,69.3831,1.1853,,
0.8114,69.3831,1.1846,,
0.8115,69.3831,1.184,,
0.8116,69.3832,1.1834,,
0.8117,69.3832,1.1827,,
0.8118,69.3832,1.1821,,
0.8119,69.3832,1.1815,,
0.812,69.3832,1.1808,,
0.8121,69.3833,1.1802,,
0.8122,69.3833,1.1796,,
0.8123,69.3834,1.179,,
0.8124,69.3834,1.1784,,
0.8125,69.3835,1.1777,,
0.8126,69.3835,1.1771,,
0.8127,69.3836,1.1765,,
0.8128,69.3837,1.1759,,
0.8129,69.3837,1.1753,,
0.813,69.3838,1.1747,,
0.8131,69.3839,1.1741,,
0.8132,69.384,1.1735,,
0.8133,69.3841,1.1729,,
0.8134,69.3842,1.1722,,
0.8135,69.3843,1.1716,,
0.8136,69.3844,1.171,,
0.8137,69.3845,1.1704,,
0.8138,69.3845,1.1698,,
0.8139,69.3846,1.1692,,
0.814,69.3847,1.1686,,
0.8141,69.3848,1.168,,
0.8142,69.3849,1.1674,,
0.8143,69.385,1.1668,,
0.8144,69.3851,1.1662,,
0.8145,69.3852,1.1656,,
0.8146,69.3853,1.165,,
0.8147,69.3854,1.1644,,
0.8148,69.3855,1.1638,,
0.8149,69.3856,1.1632,,
0.815,69.3857,1.1626,,
0.8151,69.3858,1.1619,,
0.8152,69.3859,1.1613,,
0.8153,69.3859,1.1607,,
0.8154,69.386,1.1601,,
0.8155,69.3861,1.1595,,
0.8156,69.3861,1.1589,,
0.8157,69.3862,1.1583,,
0.8158,69.3862,1.1577,,
0.8159,69.3863,1.1571,,
0.816,69.3863,1.1564,,
0.8161,69.3864,1.1558,,
0.8162,69.3864,1.1552,,
0.8163,69.3864,1.1546,,
0.8164,69.3864,1.154,,
0.8165,69.3864,1.1533,,
0.8166,69.3864,1.1527,,
0.8167,69.3864,1.1521,,
0.8168,69.3864,1.1515,,
0.8169,69.3864,1.1508,,
0.817,69.3864,1.1502,,
0.8171,69.3863,1.1496,,
0.8172,69.3863,1.1489,,
0.8173,69.3863,1.1483,,
0.8174,69.3862,1.1477,,
0.8175,69.3862,1.147,,
0.8176,69.3861,1.1464,,
0.8177,69.386,1.1458,,
0.8178,69.386,1.1451,,
0.8179,69.3859,1.1445,,
0.818,69.3858,1.1438,,
0.8181,69.3857,1.1432,,
0.8182,69.3856,1.1426,,
0.8183,69.3855,1.1419,,
0.8184,69.3854,1.1413,,
0.8185,69.3853,1.1406,,
0.8186,69.3852,1.14,,
0.8187,69.3851,1.1393,,
0.8188,69.385,1.1387,,
0.8189,69.3849,1.138,,
0.819,69.3848,1.1374,,
0.8191,69.3847,1.1367,,
0.8192,69.3846,1.1361,,
0.8193,69.3845,1.1354,,
0.8194,69.3844,1.1348,,
0.8195,69.3843,1.1341,,
0.8196,69.3842,1.1335,,
0.8197,69.3841,1.1328,,
0.8198,69.3839,1.1321,,
0.8199,69.3838,1.1315,,
0.82,69.3838,1.1308,,
0.8201,69.3837,1.1302,,
0.8202,69.3836,1.1296,,
0.8203,69.3835,1.1289,,
0.8204,69.3834,1.1283,,
0.8205,69.3833,1.1276,,
0.8206,69.3832,1.127,,
0.8207,69.3832,1.1263,,
0.8208,69.3831,1.1257,,
0.8209,69.3831,1.125,,
0.821,69.383,1.1244,,
0.8211,69.383,1.1238,,
0.8212,69.3829,1.1231,,
0.8213,69.3829,1.1225,,
0.8214,69.3829,1.1219,,
0.8215,69.3829,1.1212,,
0.8216,69.3829,1.1206,,
0.8217,69.3829,1.12,,
0.8218,69.3829,1.1193,,
0.8219,69.3829,1.1187,,
0.822,69.3829,1.1181,,
0.8221,69.383,1.1175,,
0.8222,69.383,1.1168,,
0.8223,69.383,1.1162,,
0.8224,69.3831,1.1156,,
0.8225,69.3832,1.115,,
0.8226,69.3832,1.1144,,
0.8227,69.3833,1.1137,,
0.8228,69.3834,1.1131,,
0.8229,69.3835,1.1125,,
0.823,69.3835,1.1119,,
0.8231,69.3836,1.1113,,
0.8232,69.3837,1.1106,,
0.8233,69.3839,1.11,,
0.8234,69.384,1.1094,,
0.8235,69.3841,1.1088,,
0.8236,69.3842,1.1082,,
0.8237,69.3843,1.1076,,
0.8238,69.3844,1.107,,
0.8239,69.3846,1.1063,,
0.824,69.3847,1.1057,,
0.8241,69.3848,1.1051,,
0.8242,69.3849,1.1045,,
0.8243,69.3851,1.1039,,
0.8244,69.3852,1.1033,,
0.8245,69.3853,1.1027,,
0.8246,69.3854,1.102,,
0.8247,69.3856,1.1014,,
0.8248,69.3857,1.1008,,
0.8249,69.3858,1.1002,,
0.825,69.3859,1.0996,,
0.8251,69.386,1.099,,
0.8252,69.3861,1.0984,,
0.8253,69.3862,1.0978,,
0.8254,69.3863,1.0972,,
0.8255,69.3863,1.0966,,
0.8256,69.3864,1.0959,,
0.8257,69.3865,1.0953,,
0.8258,69.3865,1.0947,,
0.8259,69.3866,1.0941,,
0.826,69.3866,1.0935,,
0.8261,69.3867,1.0929,,
0.8262,69.3867,1.0923,,
0.8263,69.3867,1.0916,,
0.8264,69.3867,1.091,,
0.8265,69.3867,1.0904,,
0.8266,69.3867,1.0898,,
0.8267,69.3867,1.0892,,
0.8268,69.3866,1.0886,,
0.8269,69.3866,1.0879,,
0.827,69.3865,1.0873,,
0.8271,69.3865,1.0867,,
0.8272,69.3864,1.0861,,
0.8273,69.3864,1.0854,,
0.8274,69.3863,1.0848,,
0.8275,69.3862,1.0842,,
0.8276,69.3861,1.0836,,
0.8277,69.386,1.0829,,
0.8278,69.3859,1.0823,,
0.8279,69.3858,1.0817,,
0.828,69.3857,1.081,,
0.8281,69.3856,1.0804,,
0.8282,69.3855,1.0798,,
0.8283,69.3854,1.0791,,
0.8284,69.3853,1.0785,,
0.8285,69.3852,1.0779,,
0.8286,69.385,1.0772,,
0.8287,69.3849,1.0766,,
0.8288,69.3848,1.0759,,
0.8289,69.3847,1.0753,,
0.829,69.3846,1.0746,,
0.8291,69.3844,1.074,,
0.8292,69.3843,1.0734,,
0.8293,69.3842,1.0727,,
0.8294,69.3841,1.0721,,
0.8295,69.384,1.0714,,
0.8296,69.3839,1.0708,,
0.8297,69.3838,1.0701,,
0.8298,69.3837,1.0695,,
0.8299,69.3836,1.0688,,
0.83,69.3835,1.0682,,
0.8301,69.3834,1.0675,,
0.8302,69.3833,1.0669,,
0.8303,69.3833,1.0662,,
0.8304,69.3832,1.0656,,
0.8305,69.3832,1.0649,,
0.8306,69.3831,1.0643,,
0.8307,69.3831,1.0636,,
0.8308,69.383,1.063,,
0.8309,69.383,1.0623,,
0.831,69.383,1.0617,,
0.8311,69.383,1.0611,,
0.8312,69.3829,1.0604,,
0.8313,69.3829,1.0598,,
0.8314,69.383,1.0591,,
0.8315,69.383,1.0585,,
0.8316,69.383,1.0578,,
0.8317,69.383,1.0572,,
0.8318,69.3831,1.0565,,
0.8319,69.3831,1.0559,,
0.832,69.3831,1.0553,,
0.8321,69.3832,1.0546,,
0.8322,69.3833,1.054,,
0.8323,69.3833,1.0533,,
0.8324,69.3834,1.0527,,
0.8325,69.3835,1.0521,,
0.8326,69.3836,1.0514,,
0.8327,69.3837,1.0508,,
0.8328,69.3837,1.0502,,
0.8329,69.3838,1.0495,,
0.833,69.3839,1.0489,,
0.8331,69.384,1.0483,,
0.8332,69.3842,1.0476,,
0.8333,69.3843,1.047,,
0.8334,69.3844,1.0464,,
0.8335,69.3845,1.0458,,
0.8336,69.3846,1.0452,,
0.8337,69.3847,1.0445,,
0.8338,69.3848,1.0439,,
0.8339,69.3849,1.0433,,
0.834,69.385,1.0427,,
0.8341,69.3851,1.0421,,
0.8342,69.3852,1.0415,,
0.8343,69.3853,1.0409,,
0.8344,69.3854,1.0403,,
0.8345,69.3855,1.0397,,
0.8346,69.3856,1.039,,
0.8347,69.3857,1.0384,,
0.8348,69.3858,1.0378,,
0.8349,69.3858,1.0372,,
0.835,69.3859,1.0366,,
0.8351,69.3859,1.036,,
0.8352,69.386,1.0355,,
0.8353,69.386,1.0349,,
0.8354,69.3861,1.0343,,
0.8355,69.3861,1.0337,,
0.8356,69.3861,1.0331,,
0.8357,69.3861,1.0325,,
0.8358,69.3862,1.0319,,
0.8359,69.3862,1.0313,,
0.836,69.3862,1.0307,,
0.8361,69.3862,1.0301,,
0.8362,69.3861,1.0295,,
0.8363,69.3861,1.0289,,
0.8364,69.3861,1.0283,,
0.8365,69.3861,1.0277,,
0.8366,69.386,1.027,,
0.8367,69.386,1.0264,,
0.8368,69.386,1.0258,,
0.8369,69.3859,1.0252,,
0.837,69.3859,1.0246,,
0.8371,69.3858,1.024,,
0.8372,69.3858,1.0234,,
0.8373,69.3857,1.0228,,
0.8374,69.3857,1.0221,,
0.8375,69.3856,1.0215,,
0.8376,69.3856,1.0209,,
0.8377,69.3855,1.0203,,
0.8378,69.3854,1.0196,,
0.8379,69.3854,1.019,,
0.838,69.3853,1.0184,,
0.8381,69.3852,1.0177,,
0.8382,69.3852,1.0171,,
0.8383,69.3851,1.0165,,
0.8384,69.385,1.0158,,
0.8385,69.385,1.0152,,
0.8386,69.3849,1.0145,,
0.8387,69.3849,1.0139,,
0.8388,69.3848,1.0133,,
0.8389,69.3847,1.0126,,
0.839,69.3847,1.012,,
0.8391,69.3846,1.0113,,
0.8392,69.3845,1.0106,,
0.8393,69.3845,1.01,,
0.8394,69.3844,1.0093,,
0.8395,69.3844,1.0087,,
0.8396,69.3843,1.008,,
0.8397,69.3843,1.0074,,
0.8398,69.3842,1.0067,,
0.8399,69.3842,1.006,,
0.84,69.3841,1.0054,,
0.8401,69.3841,1.0047,,
0.8402,69.384,1.004,,
0.8403,69.384,1.0034,,
0.8404,69.3839,1.0027,,
0.8405,69.3839,1.0021,,
0.8406,69.3839,1.0014,,
0.8407,69.3838,1.0007,,
0.8408,69.3838,1.0001,,
0.8409,69.3838,0.99941,,
0.841,69.3838,0.99875,,
0.8411,69.3837,0.9981,,
0.8412,69.3837,0.99744,,
0.8413,69.3837,0.99678,,
0.8414,69.3837,0.99613,,
0.8415,69.3837,0.99548,,
0.8416,69.3837,0.99483,,
0.8417,69.3837,0.99418,,
0.8418,69.3837,0.99353,,
0.8419,69.3837,0.99289,,
0.842,69.3837,0.99224,,
0.8421,69.3837,0.9916,,
0.8422,69.3837,0.99097,,
0.8423,69.3838,0.99033,,
0.8424,69.3838,0.9897,,
0.8425,69.3838,0.98907,,
0.8426,69.3838,0.98844,,
0.8427,69.3839,0.98781,,
0.8428,69.3839,0.98719,,
0.8429,69.3839,0.98657,,
0.843,69.384,0.98595,,
0.8431,69.384,0.98533,,
0.8432,69.384,0.98472,,
0.8433,69.3841,0.98411,,
0.8434,69.3841,0.9835,,
0.8435,69.3842,0.98289,,
0.8436,69.3842,0.98229,,
0.8437,69.3843,0.98168,,
0.8438,69.3843,0.98108,,
0.8439,69.3843,0.98048,,
0.844,69.3844,0.97989,,
0.8441,69.3844,0.97929,,
0.8442,69.3845,0.97869,,
0.8443,69.3845,0.9781,,
0.8444,69.3846,0.97751,,
0.8445,69.3846,0.97691,,
0.8446,69.3847,0.97632,,
0.8447,69.3847,0.97573,,
0.8448,69.3848,0.97514,,
0.8449,69.3848,0.97454,,
0.845,69.3849,0.97395,,
0.8451,69.3849,0.97336,,
0.8452,69.385,0.97276,,
0.8453,69.385,0.97217,,
0.8454,69.3851,0.97158,,
0.8455,69.3851,0.97098,,
0.8456,69.3852,0.97038,,
0.8457,69.3852,0.96978,,
0.8458,69.3853,0.96918,,
0.8459,69.3853,0.96858,,
0.846,69.3854,0.96798,,
0.8461,69.3854,0.96737,,
0.8462,69.3855,0.96676,,
0.8463,69.3855,0.96616,,
0.8464,69.3856,0.96554,,
0.8465,69.3856,0.96493,,
0.8466,69.3856,0.96432,,
0.8467,69.3857,0.9637,,
0.8468,69.3857,0.96308,,
0.8469,69.3858,0.96246,,
0.847,69.3858,0.96184,,
0.8471,69.3858,0.96121,,
0.8472,69.3859,0.96059,,
0.8473,69.3859,0.95996,,
0.8474,69.3859,0.95933,,
0.8475,69.386,0.9587,,
0.8476,69.386,0.95806,,
0.8477,69.386,0.95742,,
0.8478,69.386,0.95678,,
0.8479,69.386,0.95614,,
0.848,69.386,0.9555,,
0.8481,69.386,0.95486,,
0.8482,69.386,0.95421,,
0.8483,69.386,0.95356,,
0.8484,69.386,0.95291,,
0.8485,69.3859,0.95226,,
0.8486,69.3859,0.95161,,
0.8487,69.3859,0.95095,,
0.8488,69.3858,0.9503,,
0.8489,69.3858,0.94964,,
0.849,69.3857,0.94898,,
0.8491,69.3856,0.94833,,
0.8492,69.3856,0.94767,,
0.8493,69.3855,0.94701,,
0.8494,69.3854,0.94635,,
0.8495,69.3854,0.94569,,
0.8496,69.3853,0.94503,,
0.8497,69.3852,0.94437,,
0.8498,69.3851,0.94371,,
0.8499,69.385,0.94305,,
0.85,69.3849,0.94239,,
0.8501,69.3848,0.94173,,
0.8502,69.3847,0.94108,,
0.8503,69.3846,0.94042,,
0.8504,69.3845,0.93976,,
0.8505,69.3844,0.93911,,
0.8506,69.3843,0.93846,,
0.8507,69.3842,0.93781,,
0.8508,69.3841,0.93716,,
0.8509,69.384,0.93651,,
0.851,69.3839,0.93587,,
0.8511,69.3838,0.93522,,
0.8512,69.3837,0.93458,,
0.8513,69.3836,0.93394,,
0.8514,69.3836,0.9333,,
0.8515,69.3835,0.93267,,
0.8516,69.3834,0.93203,,
0.8517,69.3833,0.9314,,
0.8518,69.3833,0.93077,,
0.8519,69.3832,0.93014,,
0.852,69.3832,0.92951,,
0.8521,69.3831,0.92889,,
0.8522,69.3831,0.92826,,
0.8523,69.3831,0.92764,,
0.8524,69.383,0.92702,,
0.8525,69.383,0.9264,,
0.8526,69.383,0.92578,,
0.8527,69.383,0.92516,,
0.8528,69.383,0.92454,,
0.8529,69.383,0.92393,,
0.853,69.383,0.92331,,
0.8531,69.3831,0.9227,,
0.8532,69.3831,0.92209,,
0.8533,69.3831,0.92148,,
0.8534,69.3832,0.92087,,
0.8535,69.3832,0.92026,,
0.8536,69.3833,0.91965,,
0.8537,69.3833,0.91904,,
0.8538,69.3834,0.91843,,
0.8539,69.3835,0.91782,,
0.854,69.3836,0.91721,,
0.8541,69.3837,0.9166,,
0.8542,69.3837,0.916,,
0.8543,69.3838,0.91539,,
0.8544,69.3839,0.91478,,
0.8545,69.384,0.91417,,
0.8546,69.3842,0.91356,,
0.8547,69.3843,0.91296,,
0.8548,69.3844,0.91235,,
0.8549,69.3845,0.91174,,
0.855,69.3846,0.91113,,
0.8551,69.3847,0.91052,,
0.8552,69.3849,0.90991,,
0.8553,69.385,0.9093,,
0.8554,69.3851,0.90869,,
0.8555,69.3852,0.90807,,
0.8556,69.3854,0.90746,,
0.8557,69.3855,0.90685,,
0.8558,69.3856,0.90623,,
0.8559,69.3857,0.90562,,
0.856,69.3858,0.905,,
0.8561,69.3859,0.90439,,
0.8562,69.3861,0.90377,,
0.8563,69.3862,0.90315,,
0.8564,69.3863,0.90253,,
0.8565,69.3863,0.90191,,
0.8566,69.3864,0.90129,,
0.8567,69.3865,0.90067,,
0.8568,69.3866,0.90005,,
0.8569,69.3866,0.89943,,
0.857,69.3867,0.8988,,
0.8571,69.3867,0.89818,,
0.8572,69.3868,0.89755,,
0.8573,69.3868,0.89692,,
0.8574,69.3868,0.89629,,
0.8575,69.3868,0.89566,,
0.8576,69.3868,0.89503,,
0.8577,69.3868,0.8944,,
0.8578,69.3868,0.89377,,
0.8579,69.3868,0.89314,,
0.858,69.3867,0.8925,,
0.8581,69.3867,0.89187,,
0.8582,69.3866,0.89123,,
0.8583,69.3865,0.89059,,
0.8584,69.3864,0.88995,,
0.8585,69.3864,0.88932,,
0.8586,69.3863,0.88868,,
0.8587,69.3862,0.88804,,
0.8588,69.3861,0.8874,,
0.8589,69.3859,0.88676,,
0.859,69.3858,0.88611,,
0.8591,69.3857,0.88547,,
0.8592,69.3856,0.88483,,
0.8593,69.3854,0.88419,,
0.8594,69.3853,0.88355,,
0.8595,69.3852,0.8829,,
0.8596,69.385,0.88226,,
0.8597,69.3849,0.88162,,
0.8598,69.3847,0.88098,,
0.8599,69.3846,0.88034,,
0.86,69.3845,0.8797,,
0.8601,69.3843,0.87905,,
0.8602,69.3842,0.87841,,
0.8603,69.384,0.87777,,
0.8604,69.3839,0.87713,,
0.8605,69.3838,0.87649,,
0.8606,69.3837,0.87585,,
0.8607,69.3836,0.87521,,
0.8608,69.3835,0.87457,,
0.8609,69.3834,0.87393,,
0.861,69.3833,0.87329,,
0.8611,69.3832,0.87265,,
0.8612,69.3831,0.87201,,
0.8613,69.383,0.87137,,
0.8614,69.3829,0.87073,,
0.8615,69.3829,0.87009,,
0.8616,69.3828,0.86945,,
0.8617,69.3828,0.86881,,
0.8618,69.3828,0.86817,,
0.8619,69.3827,0.86753,,
0.862,69.3827,0.86689,,
0.8621,69.3827,0.86625,,
0.8622,69.3827,0.86561,,
0.8623,69.3827,0.86497,,
0.8624,69.3827,0.86433,,
0.8625,69.3828,0.8637,,
0.8626,69.3828,0.86306,,
0.8627,69.3828,0.86242,,
0.8628,69.3829,0.86178,,
0.8629,69.3829,0.86115,,
0.863,69.383,0.86051,,
0.8631,69.3831,0.85988,,
0.8632,69.3831,0.85925,,
0.8633,69.3832,0.85861,,
0.8634,69.3833,0.85798,,
0.8635,69.3834,0.85735,,
0.8636,69.3835,0.85672,,
0.8637,69.3836,0.8561,,
0.8638,69.3837,0.85547,,
0.8639,69.3838,0.85484,,
0.864,69.3839,0.85422,,
0.8641,69.3841,0.8536,,
0.8642,69.3842,0.85298,,
0.8643,69.3843,0.85236,,
0.8644,69.3844,0.85174,,
0.8645,69.3846,0.85113,,
0.8646,69.3847,0.85051,,
0.8647,69.3848,0.8499,,
0.8648,69.3849,0.84928,,
0.8649,69.3851,0.84867,,
0.865,69.3852,0.84806,,
0.8651,69.3853,0.84745,,
0.8652,69.3854,0.84684,,
0.8653,69.3855,0.84623,,
0.8654,69.3856,0.84563,,
0.8655,69.3857,0.84502,,
0.8656,69.3858,0.84441,,
0.8657,69.3859,0.84381,,
0.8658,69.386,0.8432,,
0.8659,69.3861,0.8426,,
0.866,69.3862,0.84199,,
0.8661,69.3862,0.84138,,
0.8662,69.3863,0.84078,,
0.8663,69.3864,0.84017,,
0.8664,69.3864,0.83957,,
0.8665,69.3864,0.83896,,
0.8666,69.3865,0.83835,,
0.8667,69.3865,0.83775,,
0.8668,69.3865,0.83714,,
0.8669,69.3865,0.83653,,
0.867,69.3865,0.83592,,
0.8671,69.3865,0.83531,,
0.8672,69.3865,0.8347,,
0.8673,69.3865,0.83409,,
0.8674,69.3865,0.83347,,
0.8675,69.3864,0.83286,,
0.8676,69.3864,0.83224,,
0.8677,69.3863,0.83163,,
0.8678,69.3863,0.83101,,
0.8679,69.3862,0.83039,,
0.868,69.3862,0.82977,,
0.8681,69.3861,0.82915,,
0.8682,69.386,0.82852,,
0.8683,69.3859,0.8279,,
0.8684,69.3859,0.82727,,
0.8685,69.3858,0.82664,,
0.8686,69.3857,0.82601,,
0.8687,69.3856,0.82538,,
0.8688,69.3855,0.82475,,
0.8689,69.3854,0.82412,,
0.869,69.3853,0.82348,,
0.8691,69.3852,0.82284,,
0.8692,69.3851,0.82221,,
0.8693,69.385,0.82157,,
0.8694,69.3849,0.82093,,
0.8695,69.3848,0.82029,,
0.8696,69.3847,0.81964,,
0.8697,69.3846,0.819,,
0.8698,69.3845,0.81835,,
0.8699,69.3844,0.81771,,
0.87,69.3843,0.81706,,
0.8701,69.3842,0.81641,,
0.8702,69.3842,0.81576,,
0.8703,69.3841,0.81511,,
0.8704,69.384,0.81446,,
0.8705,69.3839,0.8138,,
0.8706,69.3839,0.81315,,
0.8707,69.3838,0.81249,,
0.8708,69.3837,0.81184,,
0.8709,69.3837,0.81118,,
0.871,69.3836,0.81052,,
0.8711,69.3836,0.80987,,
0.8712,69.3835,0.80921,,
0.8713,69.3835,0.80855,,
0.8714,69.3834,0.80789,,
0.8715,69.3834,0.80724,,
0.8716,69.3834,0.80658,,
0.8717,69.3834,0.80592,,
0.8718,69.3833,0.80527,,
0.8719,69.3833,0.80461,,
0.872,69.3833,0.80396,,
0.8721,69.3833,0.8033,,
0.8722,69.3833,0.80265,,
0.8723,69.3833,0.802,,
0.8724,69.3833,0.80135,,
0.8725,69.3833,0.8007,,
0.8726,69.3834,0.80006,,
0.8727,69.3834,0.79942,,
0.8728,69.3834,0.79878,,
0.8729,69.3834,0.79814,,
0.873,69.3835,0.7975,,
0.8731,69.3835,0.79687,,
0.8732,69.3836,0.79624,,
0.8733,69.3836,0.79561,,
0.8734,69.3837,0.79498,,
0.8735,69.3837,0.79436,,
0.8736,69.3838,0.79373,,
0.8737,69.3838,0.79312,,
0.8738,69.3839,0.7925,,
0.8739,69.384,0.79188,,
0.874,69.384,0.79127,,
0.8741,69.3841,0.79066,,
0.8742,69.3842,0.79005,,
0.8743,69.3842,0.78944,,
0.8744,69.3843,0.78884,,
0.8745,69.3844,0.78823,,
0.8746,69.3845,0.78763,,
0.8747,69.3845,0.78702,,
0.8748,69.3846,0.78642,,
0.8749,69.3847,0.78582,,
0.875,69.3848,0.78522,,
0.8751,69.3848,0.78462,,
0.8752,69.3849,0.78402,,
0.8753,69.385,0.78342,,
0.8754,69.3851,0.78283,,
0.8755,69.3851,0.78223,,
0.8756,69.3852,0.78163,,
0.8757,69.3853,0.78103,,
0.8758,69.3854,0.78043,,
0.8759,69.3854,0.77983,,
0.876,69.3855,0.77923,,
0.8761,69.3856,0.77863,,
0.8762,69.3856,0.77803,,
0.8763,69.3857,0.77742,,
0.8764,69.3857,0.77682,,
0.8765,69.3858,0.77622,,
0.8766,69.3858,0.77561,,
0.8767,69.3859,0.775,,
0.8768,69.3859,0.7744,,
0.8769,69.386,0.77379,,
0.877,69.386,0.77318,,
0.8771,69.386,0.77257,,
0.8772,69.3861,0.77195,,
0.8773,69.3861,0.77134,,
0.8774,69.3861,0.77072,,
0.8775,69.3861,0.77011,,
0.8776,69.3861,0.76949,,
0.8777,69.3861,0.76887,,
0.8778,69.3861,0.76824,,
0.8779,69.3861,0.76762,,
0.878,69.3861,0.767,,
0.8781,69.3861,0.76637,,
0.8782,69.3861,0.76574,,
0.8783,69.3861,0.76511,,
0.8784,69.386,0.76448,,
0.8785,69.386,0.76384,,
0.8786,69.386,0.76321,,
0.8787,69.3859,0.76257,,
0.8788,69.3859,0.76193,,
0.8789,69.3858,0.76129,,
0.879,69.3858,0.76065,,
0.8791,69.3857,0.76001,,
0.8792,69.3856,0.75936,,
0.8793,69.3856,0.75872,,
0.8794,69.3855,0.75807,,
0.8795,69.3854,0.75742,,
0.8796,69.3853,0.75677,,
0.8797,69.3853,0.75612,,
0.8798,69.3852,0.75547,,
0.8799,69.3851,0.75482,,
0.88,69.385,0.75416,,
0.8801,69.3849,0.75351,,
0.8802,69.3848,0.75286,,
0.8803,69.3847,0.7522,,
0.8804,69.3847,0.75154,,
0.8805,69.3846,0.75089,,
0.8806,69.3845,0.75023,,
0.8807,69.3844,0.74958,,
0.8808,69.3843,0.74892,,
0.8809,69.3842,0.74827,,
0.881,69.3841,0.74761,,
0.8811,69.384,0.74696,,
0.8812,69.3839,0.7463,,
0.8813,69.3838,0.74565,,
0.8814,69.3838,0.745,,
0.8815,69.3837,0.74435,,
0.8816,69.3836,0.7437,,
0.8817,69.3835,0.74305,,
0.8818,69.3835,0.7424,,
0.8819,69.3834,0.74175,,
0.882,69.3834,0.74111,,
0.8821,69.3833,0.74046,,
0.8822,69.3833,0.73982,,
0.8823,69.3832,0.73918,,
0.8824,69.3832,0.73854,,
0.8825,69.3832,0.73791,,
0.8826,69.3831,0.73727,,
0.8827,69.3831,0.73664,,
0.8828,69.3831,0.73601,,
0.8829,69.3831,0.73538,,
0.883,69.3831,0.73475,,
0.8831,69.3831,0.73413,,
0.8832,69.3831,0.7335,,
0.8833,69.3831,0.73288,,
0.8834,69.3832,0.73226,,
0.8835,69.3832,0.73164,,
0.8836,69.3832,0.73102,,
0.8837,69.3833,0.7304,,
0.8838,69.3833,0.72979,,
0.8839,69.3834,0.72917,,
0.884,69.3835,0.72855,,
0.8841,69.3835,0.72794,,
0.8842,69.3836,0.72733,,
0.8843,69.3837,0.72671,,
0.8844,69.3838,0.7261,,
0.8845,69.3838,0.72549,,
0.8846,69.3839,0.72487,,
0.8847,69.384,0.72426,,
0.8848,69.3841,0.72365,,
0.8849,69.3842,0.72304,,
0.885,69.3843,0.72243,,
0.8851,69.3845,0.72182,,
0.8852,69.3846,0.72121,,
0.8853,69.3847,0.7206,,
0.8854,69.3848,0.71999,,
0.8855,69.3849,0.71938,,
0.8856,69.385,0.71877,,
0.8857,69.3851,0.71816,,
0.8858,69.3852,0.71755,,
0.8859,69.3854,0.71694,,
0.886,69.3855,0.71633,,
0.8861,69.3856,0.71572,,
0.8862,69.3857,0.71511,,
0.8863,69.3858,0.7145,,
0.8864,69.3859,0.71389,,
0.8865,69.386,0.71328,,
0.8866,69.3861,0.71267,,
0.8867,69.3861,0.71205,,
0.8868,69.3862,0.71144,,
0.8869,69.3863,0.71083,,
0.887,69.3863,0.71022,,
0.8871,69.3864,0.70961,,
0.8872,69.3864,0.70899,,
0.8873,69.3865,0.70838,,
0.8874,69.3865,0.70776,,
0.8875,69.3865,0.70715,,
0.8876,69.3865,0.70653,,
0.8877,69.3865,0.70591,,
0.8878,69.3865,0.7053,,
0.8879,69.3865,0.70468,,
0.888,69.3865,0.70406,,
0.8881,69.3865,0.70343,,
0.8882,69.3865,0.70281,,
0.8883,69.3864,0.70219,,
0.8884,69.3864,0.70156,,
0.8885,69.3863,0.70093,,
0.8886,69.3862,0.70031,,
0.8887,69.3862,0.69968,,
